#1;Time;Voltage(V);Curent(A);Capacity(mAh);Batt.Temp(C);#2;Time;Voltage(V);Curent(A);Capacity(mAh);Batt.Temp(C);#3;Time;Voltage(V);Curent(A);Capacity(mAh);Batt.Temp(C);#4;Time;Voltage(V);Curent(A);Capacity(mAh);Batt.Temp(C)
 ;00:00:00;3.307;0.000;0.0;30.6;;;;;;;;;;;;;;;;;;
 ;00:00:01;3.277;0.005;0.0;30.6;;;;;;;;;;;;;;;;;;
 ;00:00:02;3.302;0.054;0.0;30.6;;;;;;;;;;;;;;;;;;
 ;00:00:03;3.342;0.166;0.0;30.6;;;;;;;;;;;;;;;;;;
 ;00:00:04;3.395;0.338;0.1;30.6;;;;;;;;;;;;;;;;;;
 ;00:00:05;3.463;0.564;0.3;30.6;;;;;;;;;;;;;;;;;;
 ;00:00:06;3.541;0.840;0.6;30.6;;;;;;;;;;;;;;;;;;
 ;00:00:07;3.602;1.053;0.8;30.6;;;;;;;;;;;;;;;;;;
 ;00:00:08;3.634;1.139;1.1;30.6;;;;;;;;;;;;;;;;;;
 ;00:00:09;3.663;1.217;1.5;30.6;;;;;;;;;;;;;;;;;;
 ;00:00:10;3.692;1.295;1.9;30.6;;;;;;;;;;;;;;;;;;
 ;00:00:11;3.722;1.377;2.2;30.6;;;;;;;;;;;;;;;;;;
 ;00:00:12;3.752;1.460;2.6;30.6;;;;;;;;;;;;;;;;;;
 ;00:00:13;3.782;1.541;3.1;30.6;;;;;;;;;;;;;;;;;;
 ;00:00:14;3.810;1.630;3.5;30.6;;;;;;;;;;;;;;;;;;
 ;00:00:15;3.844;1.714;4.0;30.6;;;;;;;;;;;;;;;;;;
 ;00:00:16;3.873;1.806;4.5;30.6;;;;;;;;;;;;;;;;;;
 ;00:00:17;3.908;1.892;5.0;30.6;;;;;;;;;;;;;;;;;;
 ;00:00:18;3.941;1.994;5.7;30.6;;;;;;;;;;;;;;;;;;
 ;00:00:19;3.973;2.087;6.2;30.6;;;;;;;;;;;;;;;;;;
 ;00:00:20;4.006;2.183;6.9;30.6;;;;;;;;;;;;;;;;;;
 ;00:00:21;4.038;2.276;7.4;30.6;;;;;;;;;;;;;;;;;;
 ;00:00:22;4.071;2.376;8.1;30.6;;;;;;;;;;;;;;;;;;
 ;00:00:23;4.103;2.468;8.8;30.6;;;;;;;;;;;;;;;;;;
 ;00:00:24;4.139;2.582;9.5;30.6;;;;;;;;;;;;;;;;;;
 ;00:00:25;4.163;2.646;10.3;30.6;;;;;;;;;;;;;;;;;;
 ;00:00:26;4.188;2.714;11.0;30.6;;;;;;;;;;;;;;;;;;
 ;00:00:27;4.199;2.723;11.8;30.6;;;;;;;;;;;;;;;;;;
 ;00:00:28;4.199;2.694;12.6;30.6;;;;;;;;;;;;;;;;;;
 ;00:00:29;4.200;2.667;13.3;30.6;;;;;;;;;;;;;;;;;;
 ;00:00:30;4.200;2.643;14.0;30.6;;;;;;;;;;;;;;;;;;
 ;00:00:31;4.201;2.623;14.8;30.6;;;;;;;;;;;;;;;;;;
 ;00:00:32;4.202;2.604;15.5;30.6;;;;;;;;;;;;;;;;;;
 ;00:00:33;4.200;2.574;16.2;30.7;;;;;;;;;;;;;;;;;;
 ;00:00:34;4.199;2.551;16.9;30.7;;;;;;;;;;;;;;;;;;
 ;00:00:35;4.199;2.532;17.6;30.7;;;;;;;;;;;;;;;;;;
 ;00:00:36;4.199;2.515;18.3;30.7;;;;;;;;;;;;;;;;;;
 ;00:00:37;4.200;2.497;19.0;30.7;;;;;;;;;;;;;;;;;;
 ;00:00:38;4.200;2.481;19.7;30.7;;;;;;;;;;;;;;;;;;
 ;00:00:39;4.200;2.467;20.4;30.7;;;;;;;;;;;;;;;;;;
 ;00:00:40;4.200;2.454;21.1;30.7;;;;;;;;;;;;;;;;;;
 ;00:00:41;4.200;2.442;21.7;30.7;;;;;;;;;;;;;;;;;;
 ;00:00:42;4.200;2.430;22.4;30.7;;;;;;;;;;;;;;;;;;
 ;00:00:43;4.200;2.417;23.1;30.7;;;;;;;;;;;;;;;;;;
 ;00:00:44;4.200;2.406;23.8;30.7;;;;;;;;;;;;;;;;;;
 ;00:00:45;4.200;2.395;24.4;30.8;;;;;;;;;;;;;;;;;;
 ;00:00:46;4.200;2.384;25.1;30.8;;;;;;;;;;;;;;;;;;
 ;00:00:47;4.200;2.374;25.7;30.8;;;;;;;;;;;;;;;;;;
 ;00:00:48;4.199;2.365;26.4;30.8;;;;;;;;;;;;;;;;;;
 ;00:00:49;4.200;2.356;27.0;30.8;;;;;;;;;;;;;;;;;;
 ;00:00:50;4.200;2.349;27.7;30.8;;;;;;;;;;;;;;;;;;
 ;00:00:51;4.200;2.340;28.4;30.8;;;;;;;;;;;;;;;;;;
 ;00:00:52;4.199;2.334;28.9;30.9;;;;;;;;;;;;;;;;;;
 ;00:00:53;4.199;2.326;29.6;30.9;;;;;;;;;;;;;;;;;;
 ;00:00:54;4.200;2.320;30.3;30.9;;;;;;;;;;;;;;;;;;
 ;00:00:55;4.200;2.314;30.9;30.9;;;;;;;;;;;;;;;;;;
 ;00:00:56;4.200;2.308;31.6;30.9;;;;;;;;;;;;;;;;;;
 ;00:00:57;4.200;2.302;32.2;30.9;;;;;;;;;;;;;;;;;;
 ;00:00:58;4.200;2.296;32.8;31.0;;;;;;;;;;;;;;;;;;
 ;00:00:59;4.200;2.291;33.5;31.0;;;;;;;;;;;;;;;;;;
 ;00:01:00;4.200;2.286;34.1;31.0;;;;;;;;;;;;;;;;;;
 ;00:01:01;4.200;2.281;34.8;31.0;;;;;;;;;;;;;;;;;;
 ;00:01:02;4.200;2.276;35.4;31.0;;;;;;;;;;;;;;;;;;
 ;00:01:03;4.200;2.271;36.0;31.0;;;;;;;;;;;;;;;;;;
 ;00:01:04;4.200;2.267;36.6;31.1;;;;;;;;;;;;;;;;;;
 ;00:01:05;4.200;2.263;37.3;31.1;;;;;;;;;;;;;;;;;;
 ;00:01:06;4.200;2.258;37.9;31.1;;;;;;;;;;;;;;;;;;
 ;00:01:07;4.200;2.254;38.5;31.1;;;;;;;;;;;;;;;;;;
 ;00:01:08;4.200;2.248;39.2;31.1;;;;;;;;;;;;;;;;;;
 ;00:01:09;4.200;2.240;39.8;31.1;;;;;;;;;;;;;;;;;;
 ;00:01:10;4.200;2.236;40.4;31.2;;;;;;;;;;;;;;;;;;
 ;00:01:11;4.200;2.232;41.0;31.2;;;;;;;;;;;;;;;;;;
 ;00:01:12;4.200;2.229;41.6;31.2;;;;;;;;;;;;;;;;;;
 ;00:01:13;4.200;2.225;42.3;31.2;;;;;;;;;;;;;;;;;;
 ;00:01:14;4.199;2.221;42.9;31.2;;;;;;;;;;;;;;;;;;
 ;00:01:15;4.199;2.218;43.5;31.3;;;;;;;;;;;;;;;;;;
 ;00:01:16;4.199;2.214;44.1;31.3;;;;;;;;;;;;;;;;;;
 ;00:01:17;4.199;2.211;44.7;31.3;;;;;;;;;;;;;;;;;;
 ;00:01:18;4.199;2.208;45.3;31.3;;;;;;;;;;;;;;;;;;
 ;00:01:19;4.199;2.205;45.9;31.3;;;;;;;;;;;;;;;;;;
 ;00:01:20;4.199;2.202;46.6;31.4;;;;;;;;;;;;;;;;;;
 ;00:01:21;4.199;2.199;47.2;31.4;;;;;;;;;;;;;;;;;;
 ;00:01:22;4.199;2.196;47.8;31.4;;;;;;;;;;;;;;;;;;
 ;00:01:23;4.199;2.192;48.4;31.4;;;;;;;;;;;;;;;;;;
 ;00:01:24;4.199;2.190;49.0;31.4;;;;;;;;;;;;;;;;;;
 ;00:01:25;4.200;2.187;49.6;31.5;;;;;;;;;;;;;;;;;;
 ;00:01:26;4.199;2.183;50.2;31.5;;;;;;;;;;;;;;;;;;
 ;00:01:27;4.199;2.181;50.8;31.5;;;;;;;;;;;;;;;;;;
 ;00:01:28;4.199;2.180;51.4;31.5;;;;;;;;;;;;;;;;;;
 ;00:01:29;4.199;2.177;52.0;31.5;;;;;;;;;;;;;;;;;;
 ;00:01:30;4.200;2.174;52.6;31.6;;;;;;;;;;;;;;;;;;
 ;00:01:31;4.199;2.170;53.2;31.6;;;;;;;;;;;;;;;;;;
 ;00:01:32;4.199;2.169;53.8;31.6;;;;;;;;;;;;;;;;;;
 ;00:01:33;4.200;2.167;54.4;31.6;;;;;;;;;;;;;;;;;;
 ;00:01:34;4.199;2.163;55.0;31.6;;;;;;;;;;;;;;;;;;
 ;00:01:35;4.199;2.161;55.6;31.7;;;;;;;;;;;;;;;;;;
 ;00:01:36;4.199;2.160;56.2;31.7;;;;;;;;;;;;;;;;;;
 ;00:01:37;4.200;2.158;56.8;31.7;;;;;;;;;;;;;;;;;;
 ;00:01:38;4.199;2.154;57.4;31.7;;;;;;;;;;;;;;;;;;
 ;00:01:39;4.199;2.152;58.0;31.8;;;;;;;;;;;;;;;;;;
 ;00:01:40;4.199;2.150;58.6;31.8;;;;;;;;;;;;;;;;;;
 ;00:01:41;4.200;2.148;59.2;31.8;;;;;;;;;;;;;;;;;;
 ;00:01:42;4.199;2.145;59.8;31.8;;;;;;;;;;;;;;;;;;
 ;00:01:43;4.199;2.144;60.4;31.8;;;;;;;;;;;;;;;;;;
 ;00:01:44;4.200;2.142;61.0;31.9;;;;;;;;;;;;;;;;;;
 ;00:01:45;4.199;2.138;61.6;31.9;;;;;;;;;;;;;;;;;;
 ;00:01:46;4.199;2.136;62.2;31.9;;;;;;;;;;;;;;;;;;
 ;00:01:47;4.200;2.135;62.8;31.9;;;;;;;;;;;;;;;;;;
 ;00:01:48;4.199;2.133;63.4;31.9;;;;;;;;;;;;;;;;;;
 ;00:01:49;4.199;2.131;64.0;32.0;;;;;;;;;;;;;;;;;;
 ;00:01:50;4.199;2.129;64.6;32.0;;;;;;;;;;;;;;;;;;
 ;00:01:51;4.199;2.127;65.2;32.0;;;;;;;;;;;;;;;;;;
 ;00:01:52;4.200;2.125;65.7;32.0;;;;;;;;;;;;;;;;;;
 ;00:01:53;4.200;2.122;66.3;32.0;;;;;;;;;;;;;;;;;;
 ;00:01:54;4.200;2.120;66.9;32.1;;;;;;;;;;;;;;;;;;
 ;00:01:55;4.200;2.118;67.5;32.1;;;;;;;;;;;;;;;;;;
 ;00:01:56;4.200;2.116;68.1;32.1;;;;;;;;;;;;;;;;;;
 ;00:01:57;4.200;2.115;68.7;32.1;;;;;;;;;;;;;;;;;;
 ;00:01:58;4.200;2.112;69.3;32.2;;;;;;;;;;;;;;;;;;
 ;00:01:59;4.200;2.111;69.9;32.2;;;;;;;;;;;;;;;;;;
 ;00:02:00;4.200;2.109;70.4;32.2;;;;;;;;;;;;;;;;;;
 ;00:02:01;4.200;2.107;71.0;32.2;;;;;;;;;;;;;;;;;;
 ;00:02:02;4.200;2.105;71.6;32.2;;;;;;;;;;;;;;;;;;
 ;00:02:03;4.200;2.102;72.2;32.2;;;;;;;;;;;;;;;;;;
 ;00:02:04;4.200;2.101;72.8;32.3;;;;;;;;;;;;;;;;;;
 ;00:02:05;4.200;2.099;73.4;32.3;;;;;;;;;;;;;;;;;;
 ;00:02:06;4.200;2.097;73.9;32.3;;;;;;;;;;;;;;;;;;
 ;00:02:07;4.200;2.095;74.5;32.3;;;;;;;;;;;;;;;;;;
 ;00:02:08;4.200;2.092;75.1;32.4;;;;;;;;;;;;;;;;;;
 ;00:02:09;4.200;2.091;75.7;32.4;;;;;;;;;;;;;;;;;;
 ;00:02:10;4.200;2.089;76.3;32.4;;;;;;;;;;;;;;;;;;
 ;00:02:11;4.200;2.087;76.9;32.4;;;;;;;;;;;;;;;;;;
 ;00:02:12;4.200;2.086;77.4;32.4;;;;;;;;;;;;;;;;;;
 ;00:02:13;4.200;2.083;78.0;32.5;;;;;;;;;;;;;;;;;;
 ;00:02:14;4.200;2.081;78.6;32.5;;;;;;;;;;;;;;;;;;
 ;00:02:15;4.200;2.079;79.2;32.5;;;;;;;;;;;;;;;;;;
 ;00:02:16;4.200;2.077;79.7;32.5;;;;;;;;;;;;;;;;;;
 ;00:02:17;4.200;2.076;80.3;32.5;;;;;;;;;;;;;;;;;;
 ;00:02:18;4.200;2.073;80.9;32.6;;;;;;;;;;;;;;;;;;
 ;00:02:19;4.200;2.071;81.5;32.6;;;;;;;;;;;;;;;;;;
 ;00:02:20;4.200;2.070;82.0;32.6;;;;;;;;;;;;;;;;;;
 ;00:02:21;4.200;2.067;82.6;32.6;;;;;;;;;;;;;;;;;;
 ;00:02:22;4.200;2.066;83.2;32.7;;;;;;;;;;;;;;;;;;
 ;00:02:23;4.200;2.065;83.8;32.7;;;;;;;;;;;;;;;;;;
 ;00:02:24;4.199;2.062;84.3;32.7;;;;;;;;;;;;;;;;;;
 ;00:02:25;4.200;2.060;84.9;32.7;;;;;;;;;;;;;;;;;;
 ;00:02:26;4.199;2.059;85.5;32.7;;;;;;;;;;;;;;;;;;
 ;00:02:27;4.199;2.056;86.1;32.7;;;;;;;;;;;;;;;;;;
 ;00:02:28;4.200;2.055;86.6;32.8;;;;;;;;;;;;;;;;;;
 ;00:02:29;4.199;2.053;87.2;32.8;;;;;;;;;;;;;;;;;;
 ;00:02:30;4.199;2.051;87.8;32.8;;;;;;;;;;;;;;;;;;
 ;00:02:31;4.200;2.049;88.3;32.8;;;;;;;;;;;;;;;;;;
 ;00:02:32;4.199;2.047;88.9;32.9;;;;;;;;;;;;;;;;;;
 ;00:02:33;4.199;2.045;89.5;32.9;;;;;;;;;;;;;;;;;;
 ;00:02:34;4.199;2.044;90.0;32.9;;;;;;;;;;;;;;;;;;
 ;00:02:35;4.200;2.043;90.6;32.9;;;;;;;;;;;;;;;;;;
 ;00:02:36;4.199;2.040;91.2;33.0;;;;;;;;;;;;;;;;;;
 ;00:02:37;4.199;2.037;91.7;33.0;;;;;;;;;;;;;;;;;;
 ;00:02:38;4.199;2.036;92.3;33.0;;;;;;;;;;;;;;;;;;
 ;00:02:39;4.200;2.035;92.9;33.0;;;;;;;;;;;;;;;;;;
 ;00:02:40;4.199;2.033;93.4;33.0;;;;;;;;;;;;;;;;;;
 ;00:02:41;4.199;2.030;94.0;33.0;;;;;;;;;;;;;;;;;;
 ;00:02:42;4.199;2.028;94.6;33.1;;;;;;;;;;;;;;;;;;
 ;00:02:43;4.199;2.027;95.1;33.1;;;;;;;;;;;;;;;;;;
 ;00:02:44;4.199;2.025;95.7;33.1;;;;;;;;;;;;;;;;;;
 ;00:02:45;4.200;2.025;96.3;33.1;;;;;;;;;;;;;;;;;;
 ;00:02:46;4.199;2.026;96.8;33.2;;;;;;;;;;;;;;;;;;
 ;00:02:47;4.199;2.026;97.4;33.2;;;;;;;;;;;;;;;;;;
 ;00:02:48;4.199;2.026;97.9;33.2;;;;;;;;;;;;;;;;;;
 ;00:02:49;4.200;2.026;98.5;33.2;;;;;;;;;;;;;;;;;;
 ;00:02:50;4.200;2.021;99.1;33.2;;;;;;;;;;;;;;;;;;
 ;00:02:51;4.200;2.002;99.6;33.2;;;;;;;;;;;;;;;;;;
 ;00:02:52;4.200;1.998;100.2;33.3;;;;;;;;;;;;;;;;;;
 ;00:02:53;4.199;1.997;100.7;33.3;;;;;;;;;;;;;;;;;;
 ;00:02:54;4.199;1.993;101.3;33.3;;;;;;;;;;;;;;;;;;
 ;00:02:55;4.200;1.990;101.8;33.3;;;;;;;;;;;;;;;;;;
 ;00:02:56;4.200;1.989;102.4;33.4;;;;;;;;;;;;;;;;;;
 ;00:02:57;4.200;1.989;102.9;33.4;;;;;;;;;;;;;;;;;;
 ;00:02:58;4.200;1.987;103.5;33.4;;;;;;;;;;;;;;;;;;
 ;00:02:59;4.200;1.983;104.0;33.4;;;;;;;;;;;;;;;;;;
 ;00:03:00;4.200;1.982;104.6;33.5;;;;;;;;;;;;;;;;;;
 ;00:03:01;4.200;1.982;105.1;33.5;;;;;;;;;;;;;;;;;;
 ;00:03:02;4.200;1.981;105.7;33.5;;;;;;;;;;;;;;;;;;
 ;00:03:03;4.200;1.978;106.2;33.5;;;;;;;;;;;;;;;;;;
 ;00:03:04;4.200;1.976;106.8;33.5;;;;;;;;;;;;;;;;;;
 ;00:03:05;4.200;1.976;107.3;33.5;;;;;;;;;;;;;;;;;;
 ;00:03:06;4.200;1.974;107.9;33.6;;;;;;;;;;;;;;;;;;
 ;00:03:07;4.200;1.971;108.4;33.6;;;;;;;;;;;;;;;;;;
 ;00:03:08;4.200;1.971;109.0;33.6;;;;;;;;;;;;;;;;;;
 ;00:03:09;4.200;1.968;109.5;33.6;;;;;;;;;;;;;;;;;;
 ;00:03:10;4.200;1.966;110.1;33.7;;;;;;;;;;;;;;;;;;
 ;00:03:11;4.200;1.965;110.6;33.7;;;;;;;;;;;;;;;;;;
 ;00:03:12;4.200;1.962;111.2;33.7;;;;;;;;;;;;;;;;;;
 ;00:03:13;4.200;1.961;111.7;33.7;;;;;;;;;;;;;;;;;;
 ;00:03:14;4.200;1.959;112.3;33.7;;;;;;;;;;;;;;;;;;
 ;00:03:15;4.200;1.957;112.8;33.7;;;;;;;;;;;;;;;;;;
 ;00:03:16;4.200;1.956;113.3;33.8;;;;;;;;;;;;;;;;;;
 ;00:03:17;4.200;1.955;113.9;33.8;;;;;;;;;;;;;;;;;;
 ;00:03:18;4.200;1.952;114.4;33.8;;;;;;;;;;;;;;;;;;
 ;00:03:19;4.200;1.951;115.0;33.8;;;;;;;;;;;;;;;;;;
 ;00:03:20;4.200;1.949;115.5;33.8;;;;;;;;;;;;;;;;;;
 ;00:03:21;4.200;1.947;116.1;33.9;;;;;;;;;;;;;;;;;;
 ;00:03:22;4.200;1.945;116.6;33.9;;;;;;;;;;;;;;;;;;
 ;00:03:23;4.200;1.943;117.1;33.9;;;;;;;;;;;;;;;;;;
 ;00:03:24;4.200;1.942;117.7;33.9;;;;;;;;;;;;;;;;;;
 ;00:03:25;4.200;1.940;118.2;34.0;;;;;;;;;;;;;;;;;;
 ;00:03:26;4.200;1.939;118.8;34.0;;;;;;;;;;;;;;;;;;
 ;00:03:27;4.200;1.937;119.3;34.0;;;;;;;;;;;;;;;;;;
 ;00:03:28;4.200;1.935;119.8;34.0;;;;;;;;;;;;;;;;;;
 ;00:03:29;4.200;1.933;120.4;34.0;;;;;;;;;;;;;;;;;;
 ;00:03:30;4.200;1.931;120.9;34.1;;;;;;;;;;;;;;;;;;
 ;00:03:31;4.200;1.929;121.4;34.1;;;;;;;;;;;;;;;;;;
 ;00:03:32;4.200;1.927;122.0;34.1;;;;;;;;;;;;;;;;;;
 ;00:03:33;4.200;1.925;122.5;34.1;;;;;;;;;;;;;;;;;;
 ;00:03:34;4.200;1.924;123.0;34.2;;;;;;;;;;;;;;;;;;
 ;00:03:35;4.200;1.922;123.6;34.2;;;;;;;;;;;;;;;;;;
 ;00:03:36;4.200;1.920;124.1;34.2;;;;;;;;;;;;;;;;;;
 ;00:03:37;4.200;1.919;124.6;34.2;;;;;;;;;;;;;;;;;;
 ;00:03:38;4.200;1.917;125.2;34.2;;;;;;;;;;;;;;;;;;
 ;00:03:39;4.200;1.915;125.7;34.3;;;;;;;;;;;;;;;;;;
 ;00:03:40;4.200;1.913;126.2;34.3;;;;;;;;;;;;;;;;;;
 ;00:03:41;4.200;1.911;126.8;34.3;;;;;;;;;;;;;;;;;;
 ;00:03:42;4.200;1.910;127.3;34.3;;;;;;;;;;;;;;;;;;
 ;00:03:43;4.200;1.908;127.8;34.3;;;;;;;;;;;;;;;;;;
 ;00:03:44;4.200;1.906;128.4;34.4;;;;;;;;;;;;;;;;;;
 ;00:03:45;4.200;1.903;128.9;34.4;;;;;;;;;;;;;;;;;;
 ;00:03:46;4.200;1.903;129.4;34.4;;;;;;;;;;;;;;;;;;
 ;00:03:47;4.200;1.900;129.9;34.4;;;;;;;;;;;;;;;;;;
 ;00:03:48;4.200;1.899;130.5;34.4;;;;;;;;;;;;;;;;;;
 ;00:03:49;4.200;1.896;131.0;34.5;;;;;;;;;;;;;;;;;;
 ;00:03:50;4.200;1.895;131.5;34.5;;;;;;;;;;;;;;;;;;
 ;00:03:51;4.200;1.893;132.0;34.5;;;;;;;;;;;;;;;;;;
 ;00:03:52;4.200;1.890;132.6;34.5;;;;;;;;;;;;;;;;;;
 ;00:03:53;4.200;1.890;133.1;34.5;;;;;;;;;;;;;;;;;;
 ;00:03:54;4.200;1.887;133.6;34.6;;;;;;;;;;;;;;;;;;
 ;00:03:55;4.200;1.884;134.1;34.6;;;;;;;;;;;;;;;;;;
 ;00:03:56;4.200;1.884;134.7;34.6;;;;;;;;;;;;;;;;;;
 ;00:03:57;4.200;1.882;135.2;34.6;;;;;;;;;;;;;;;;;;
 ;00:03:58;4.200;1.878;135.7;34.6;;;;;;;;;;;;;;;;;;
 ;00:03:59;4.200;1.878;136.2;34.7;;;;;;;;;;;;;;;;;;
 ;00:04:00;4.200;1.877;136.8;34.7;;;;;;;;;;;;;;;;;;
 ;00:04:01;4.200;1.873;137.3;34.7;;;;;;;;;;;;;;;;;;
 ;00:04:02;4.200;1.872;137.8;34.7;;;;;;;;;;;;;;;;;;
 ;00:04:03;4.200;1.871;138.3;34.7;;;;;;;;;;;;;;;;;;
 ;00:04:04;4.200;1.871;138.8;34.8;;;;;;;;;;;;;;;;;;
 ;00:04:05;4.200;1.867;139.4;34.8;;;;;;;;;;;;;;;;;;
 ;00:04:06;4.200;1.864;139.9;34.8;;;;;;;;;;;;;;;;;;
 ;00:04:07;4.200;1.863;140.4;34.8;;;;;;;;;;;;;;;;;;
 ;00:04:08;4.200;1.863;140.9;34.8;;;;;;;;;;;;;;;;;;
 ;00:04:09;4.200;1.861;141.4;34.9;;;;;;;;;;;;;;;;;;
 ;00:04:10;4.200;1.857;141.9;34.9;;;;;;;;;;;;;;;;;;
 ;00:04:11;4.200;1.856;142.5;34.9;;;;;;;;;;;;;;;;;;
 ;00:04:12;4.200;1.856;143.0;34.9;;;;;;;;;;;;;;;;;;
 ;00:04:13;4.200;1.855;143.5;34.9;;;;;;;;;;;;;;;;;;
 ;00:04:14;4.200;1.851;144.0;35.0;;;;;;;;;;;;;;;;;;
 ;00:04:15;4.200;1.848;144.5;35.0;;;;;;;;;;;;;;;;;;
