#1;Time;Voltage(V);Curent(A);Capacity(mAh);Batt.Temp(C);#2;Time;Voltage(V);Curent(A);Capacity(mAh);Batt.Temp(C);#3;Time;Voltage(V);Curent(A);Capacity(mAh);Batt.Temp(C);#4;Time;Voltage(V);Curent(A);Capacity(mAh);Batt.Temp(C)
 ;00:00:00;3.320;0.001;0.0;27.9;;;;;;;;;;;;;;;;;;
 ;00:00:01;3.344;0.028;0.0;27.9;;;;;;;;;;;;;;;;;;
 ;00:00:02;3.407;0.115;0.0;27.9;;;;;;;;;;;;;;;;;;
 ;00:00:03;3.481;0.258;0.1;27.9;;;;;;;;;;;;;;;;;;
 ;00:00:04;3.572;0.453;0.2;27.9;;;;;;;;;;;;;;;;;;
 ;00:00:05;3.678;0.693;0.4;27.9;;;;;;;;;;;;;;;;;;
 ;00:00:06;3.785;0.948;0.7;27.9;;;;;;;;;;;;;;;;;;
 ;00:00:07;3.846;1.078;1.0;27.9;;;;;;;;;;;;;;;;;;
 ;00:00:08;3.886;1.147;1.3;27.9;;;;;;;;;;;;;;;;;;
 ;00:00:09;3.924;1.217;1.7;27.9;;;;;;;;;;;;;;;;;;
 ;00:00:10;3.962;1.291;2.0;27.9;;;;;;;;;;;;;;;;;;
 ;00:00:11;3.999;1.362;2.4;27.9;;;;;;;;;;;;;;;;;;
 ;00:00:12;4.038;1.441;2.8;27.9;;;;;;;;;;;;;;;;;;
 ;00:00:13;4.074;1.514;3.2;27.9;;;;;;;;;;;;;;;;;;
 ;00:00:14;4.113;1.595;3.7;27.9;;;;;;;;;;;;;;;;;;
 ;00:00:15;4.149;1.671;4.1;27.9;;;;;;;;;;;;;;;;;;
 ;00:00:16;4.181;1.735;4.6;27.9;;;;;;;;;;;;;;;;;;
 ;00:00:17;4.196;1.749;5.1;27.9;;;;;;;;;;;;;;;;;;
 ;00:00:18;4.200;1.730;5.6;27.9;;;;;;;;;;;;;;;;;;
 ;00:00:19;4.200;1.700;6.1;27.9;;;;;;;;;;;;;;;;;;
 ;00:00:20;4.200;1.676;6.5;27.9;;;;;;;;;;;;;;;;;;
 ;00:00:21;4.200;1.653;7.0;27.9;;;;;;;;;;;;;;;;;;
 ;00:00:22;4.200;1.631;7.4;28.0;;;;;;;;;;;;;;;;;;
 ;00:00:23;4.200;1.611;7.9;28.0;;;;;;;;;;;;;;;;;;
 ;00:00:24;4.200;1.591;8.3;28.0;;;;;;;;;;;;;;;;;;
 ;00:00:25;4.200;1.573;8.8;28.0;;;;;;;;;;;;;;;;;;
 ;00:00:26;4.200;1.556;9.2;28.0;;;;;;;;;;;;;;;;;;
 ;00:00:27;4.200;1.540;9.6;28.0;;;;;;;;;;;;;;;;;;
 ;00:00:28;4.200;1.525;10.0;28.0;;;;;;;;;;;;;;;;;;
 ;00:00:29;4.200;1.511;10.5;28.0;;;;;;;;;;;;;;;;;;
 ;00:00:30;4.200;1.496;10.9;28.1;;;;;;;;;;;;;;;;;;
 ;00:00:31;4.200;1.480;11.3;28.1;;;;;;;;;;;;;;;;;;
 ;00:00:32;4.200;1.468;11.7;28.1;;;;;;;;;;;;;;;;;;
 ;00:00:33;4.200;1.457;12.1;28.1;;;;;;;;;;;;;;;;;;
 ;00:00:34;4.200;1.446;12.5;28.1;;;;;;;;;;;;;;;;;;
 ;00:00:35;4.200;1.435;12.9;28.1;;;;;;;;;;;;;;;;;;
 ;00:00:36;4.199;1.424;13.3;28.2;;;;;;;;;;;;;;;;;;
 ;00:00:37;4.200;1.414;13.7;28.2;;;;;;;;;;;;;;;;;;
 ;00:00:38;4.200;1.405;14.1;28.2;;;;;;;;;;;;;;;;;;
 ;00:00:39;4.200;1.396;14.5;28.2;;;;;;;;;;;;;;;;;;
 ;00:00:40;4.200;1.388;14.9;28.2;;;;;;;;;;;;;;;;;;
 ;00:00:41;4.200;1.380;15.2;28.2;;;;;;;;;;;;;;;;;;
 ;00:00:42;4.200;1.371;15.6;28.3;;;;;;;;;;;;;;;;;;
 ;00:00:43;4.200;1.364;16.0;28.3;;;;;;;;;;;;;;;;;;
 ;00:00:44;4.200;1.357;16.4;28.3;;;;;;;;;;;;;;;;;;
 ;00:00:45;4.200;1.350;16.7;28.3;;;;;;;;;;;;;;;;;;
 ;00:00:46;4.200;1.343;17.1;28.3;;;;;;;;;;;;;;;;;;
 ;00:00:47;4.200;1.336;17.5;28.3;;;;;;;;;;;;;;;;;;
 ;00:00:48;4.200;1.330;17.9;28.4;;;;;;;;;;;;;;;;;;
 ;00:00:49;4.199;1.323;18.2;28.4;;;;;;;;;;;;;;;;;;
 ;00:00:50;4.199;1.317;18.6;28.4;;;;;;;;;;;;;;;;;;
 ;00:00:51;4.200;1.312;19.0;28.4;;;;;;;;;;;;;;;;;;
 ;00:00:52;4.200;1.306;19.3;28.4;;;;;;;;;;;;;;;;;;
 ;00:00:53;4.200;1.301;19.7;28.5;;;;;;;;;;;;;;;;;;
 ;00:00:54;4.199;1.296;20.0;28.5;;;;;;;;;;;;;;;;;;
 ;00:00:55;4.200;1.290;20.4;28.5;;;;;;;;;;;;;;;;;;
 ;00:00:56;4.200;1.286;20.8;28.5;;;;;;;;;;;;;;;;;;
 ;00:00:57;4.200;1.280;21.1;28.5;;;;;;;;;;;;;;;;;;
 ;00:00:58;4.199;1.276;21.5;28.6;;;;;;;;;;;;;;;;;;
 ;00:00:59;4.200;1.272;21.9;28.6;;;;;;;;;;;;;;;;;;
 ;00:01:00;4.199;1.267;22.2;28.6;;;;;;;;;;;;;;;;;;
 ;00:01:01;4.200;1.263;22.6;28.6;;;;;;;;;;;;;;;;;;
 ;00:01:02;4.200;1.259;22.9;28.6;;;;;;;;;;;;;;;;;;
 ;00:01:03;4.200;1.254;23.3;28.7;;;;;;;;;;;;;;;;;;
 ;00:01:04;4.200;1.251;23.6;28.7;;;;;;;;;;;;;;;;;;
 ;00:01:05;4.200;1.245;23.9;28.7;;;;;;;;;;;;;;;;;;
 ;00:01:06;4.200;1.241;24.3;28.7;;;;;;;;;;;;;;;;;;
 ;00:01:07;4.200;1.238;24.6;28.7;;;;;;;;;;;;;;;;;;
 ;00:01:08;4.200;1.234;24.9;28.7;;;;;;;;;;;;;;;;;;
 ;00:01:09;4.200;1.230;25.3;28.8;;;;;;;;;;;;;;;;;;
 ;00:01:10;4.200;1.227;25.6;28.8;;;;;;;;;;;;;;;;;;
 ;00:01:11;4.200;1.223;26.0;28.8;;;;;;;;;;;;;;;;;;
 ;00:01:12;4.200;1.220;26.3;28.8;;;;;;;;;;;;;;;;;;
 ;00:01:13;4.200;1.217;26.7;28.8;;;;;;;;;;;;;;;;;;
 ;00:01:14;4.200;1.214;27.0;28.9;;;;;;;;;;;;;;;;;;
 ;00:01:15;4.200;1.211;27.4;28.9;;;;;;;;;;;;;;;;;;
 ;00:01:16;4.200;1.207;27.7;28.9;;;;;;;;;;;;;;;;;;
 ;00:01:17;4.200;1.204;28.0;28.9;;;;;;;;;;;;;;;;;;
 ;00:01:18;4.200;1.201;28.3;28.9;;;;;;;;;;;;;;;;;;
 ;00:01:19;4.200;1.198;28.7;29.0;;;;;;;;;;;;;;;;;;
 ;00:01:20;4.200;1.195;29.0;29.0;;;;;;;;;;;;;;;;;;
