#1;Time;Voltage(V);Curent(A);Capacity(mAh);Batt.Temp(C);#2;Time;Voltage(V);Curent(A);Capacity(mAh);Batt.Temp(C);#3;Time;Voltage(V);Curent(A);Capacity(mAh);Batt.Temp(C);#4;Time;Voltage(V);Curent(A);Capacity(mAh);Batt.Temp(C)
 ;00:00:00;3.287;0.001;0.0;27.7;;;;;;;;;;;;;;;;;;
 ;00:00:01;3.333;0.028;0.0;27.7;;;;;;;;;;;;;;;;;;
 ;00:00:02;3.465;0.112;0.0;27.7;;;;;;;;;;;;;;;;;;
 ;00:00:03;3.614;0.246;0.1;27.7;;;;;;;;;;;;;;;;;;
 ;00:00:04;3.789;0.420;0.2;27.7;;;;;;;;;;;;;;;;;;
 ;00:00:05;3.986;0.624;0.4;27.7;;;;;;;;;;;;;;;;;;
 ;00:00:06;4.155;0.797;0.6;27.7;;;;;;;;;;;;;;;;;;
 ;00:00:07;4.195;0.818;0.9;27.7;;;;;;;;;;;;;;;;;;
 ;00:00:08;4.200;0.801;1.1;27.7;;;;;;;;;;;;;;;;;;
 ;00:00:09;4.200;0.781;1.3;27.7;;;;;;;;;;;;;;;;;;
 ;00:00:10;4.200;0.764;1.5;27.7;;;;;;;;;;;;;;;;;;
 ;00:00:11;4.200;0.748;1.7;27.7;;;;;;;;;;;;;;;;;;
 ;00:00:12;4.200;0.734;1.9;27.7;;;;;;;;;;;;;;;;;;
 ;00:00:13;4.200;0.721;2.1;27.7;;;;;;;;;;;;;;;;;;
 ;00:00:14;4.200;0.709;2.3;27.7;;;;;;;;;;;;;;;;;;
 ;00:00:15;4.200;0.698;2.5;27.7;;;;;;;;;;;;;;;;;;
 ;00:00:16;4.200;0.688;2.7;27.7;;;;;;;;;;;;;;;;;;
 ;00:00:17;4.200;0.678;2.9;27.7;;;;;;;;;;;;;;;;;;
 ;00:00:18;4.200;0.668;3.1;27.7;;;;;;;;;;;;;;;;;;
 ;00:00:19;4.200;0.659;3.2;27.7;;;;;;;;;;;;;;;;;;
 ;00:00:20;4.200;0.650;3.4;27.7;;;;;;;;;;;;;;;;;;
 ;00:00:21;4.200;0.642;3.6;27.7;;;;;;;;;;;;;;;;;;
 ;00:00:22;4.200;0.635;3.8;27.7;;;;;;;;;;;;;;;;;;
 ;00:00:23;4.200;0.627;4.0;27.7;;;;;;;;;;;;;;;;;;
 ;00:00:24;4.200;0.620;4.1;27.7;;;;;;;;;;;;;;;;;;
 ;00:00:25;4.200;0.613;4.3;27.7;;;;;;;;;;;;;;;;;;
 ;00:00:26;4.200;0.607;4.5;27.7;;;;;;;;;;;;;;;;;;
 ;00:00:27;4.200;0.600;4.6;27.7;;;;;;;;;;;;;;;;;;
 ;00:00:28;4.200;0.594;4.8;27.8;;;;;;;;;;;;;;;;;;
 ;00:00:29;4.200;0.588;5.0;27.8;;;;;;;;;;;;;;;;;;
 ;00:00:30;4.200;0.582;5.1;27.8;;;;;;;;;;;;;;;;;;
 ;00:00:31;4.200;0.577;5.3;27.8;;;;;;;;;;;;;;;;;;
 ;00:00:32;4.200;0.572;5.4;27.8;;;;;;;;;;;;;;;;;;
 ;00:00:33;4.200;0.567;5.6;27.8;;;;;;;;;;;;;;;;;;
 ;00:00:34;4.200;0.562;5.8;27.8;;;;;;;;;;;;;;;;;;
 ;00:00:35;4.200;0.557;5.9;27.8;;;;;;;;;;;;;;;;;;
 ;00:00:36;4.200;0.552;6.1;27.8;;;;;;;;;;;;;;;;;;
 ;00:00:37;4.200;0.548;6.2;27.8;;;;;;;;;;;;;;;;;;
 ;00:00:38;4.200;0.544;6.4;27.8;;;;;;;;;;;;;;;;;;
 ;00:00:39;4.200;0.540;6.5;27.8;;;;;;;;;;;;;;;;;;
 ;00:00:40;4.200;0.536;6.7;27.8;;;;;;;;;;;;;;;;;;
 ;00:00:41;4.200;0.532;6.8;27.8;;;;;;;;;;;;;;;;;;
 ;00:00:42;4.200;0.528;7.0;27.9;;;;;;;;;;;;;;;;;;
 ;00:00:43;4.200;0.524;7.1;27.9;;;;;;;;;;;;;;;;;;
 ;00:00:44;4.200;0.521;7.2;27.9;;;;;;;;;;;;;;;;;;
 ;00:00:45;4.200;0.517;7.4;27.9;;;;;;;;;;;;;;;;;;
 ;00:00:46;4.200;0.514;7.5;27.9;;;;;;;;;;;;;;;;;;
 ;00:00:47;4.200;0.510;7.7;27.9;;;;;;;;;;;;;;;;;;
 ;00:00:48;4.200;0.507;7.8;27.9;;;;;;;;;;;;;;;;;;
 ;00:00:49;4.200;0.504;8.0;27.9;;;;;;;;;;;;;;;;;;
 ;00:00:50;4.200;0.501;8.1;27.9;;;;;;;;;;;;;;;;;;
 ;00:00:51;4.200;0.497;8.2;27.9;;;;;;;;;;;;;;;;;;
 ;00:00:52;4.200;0.494;8.4;27.9;;;;;;;;;;;;;;;;;;
 ;00:00:53;4.200;0.491;8.5;27.9;;;;;;;;;;;;;;;;;;
 ;00:00:54;4.200;0.488;8.6;27.9;;;;;;;;;;;;;;;;;;
 ;00:00:55;4.200;0.485;8.8;28.0;;;;;;;;;;;;;;;;;;
 ;00:00:56;4.200;0.483;8.9;28.0;;;;;;;;;;;;;;;;;;
 ;00:00:57;4.200;0.480;9.0;28.0;;;;;;;;;;;;;;;;;;
 ;00:00:58;4.200;0.478;9.2;28.0;;;;;;;;;;;;;;;;;;
 ;00:00:59;4.200;0.476;9.3;28.0;;;;;;;;;;;;;;;;;;
