#1;Time;Voltage(V);Curent(A);Capacity(mAh);Batt.Temp(C);#2;Time;Voltage(V);Curent(A);Capacity(mAh);Batt.Temp(C);#3;Time;Voltage(V);Curent(A);Capacity(mAh);Batt.Temp(C);#4;Time;Voltage(V);Curent(A);Capacity(mAh);Batt.Temp(C)
 ;00:00:00;2.446;0.000;0.0;27.2;;;;;;;;;;;;;;;;;;
 ;00:00:01;2.452;0.019;0.0;27.2;;;;;;;;;;;;;;;;;;
 ;00:00:02;3.497;0.100;0.0;27.2;;;;;;;;;;;;;;;;;;
 ;00:00:03;3.692;0.222;0.1;27.2;;;;;;;;;;;;;;;;;;
 ;00:00:04;3.929;0.377;0.2;27.2;;;;;;;;;;;;;;;;;;
 ;00:00:05;4.147;0.513;0.3;27.2;;;;;;;;;;;;;;;;;;
 ;00:00:06;4.201;0.527;0.5;27.2;;;;;;;;;;;;;;;;;;
 ;00:00:07;4.200;0.512;0.6;27.2;;;;;;;;;;;;;;;;;;
 ;00:00:08;4.200;0.500;0.7;27.2;;;;;;;;;;;;;;;;;;
 ;00:00:09;4.200;0.489;0.9;27.3;;;;;;;;;;;;;;;;;;
 ;00:00:10;4.200;0.480;1.0;27.3;;;;;;;;;;;;;;;;;;
 ;00:00:11;4.200;0.472;1.1;27.3;;;;;;;;;;;;;;;;;;
 ;00:00:12;4.200;0.465;1.3;27.3;;;;;;;;;;;;;;;;;;
 ;00:00:13;4.200;0.458;1.4;27.3;;;;;;;;;;;;;;;;;;
 ;00:00:14;4.200;0.451;1.5;27.3;;;;;;;;;;;;;;;;;;
 ;00:00:15;4.200;0.445;1.6;27.3;;;;;;;;;;;;;;;;;;
 ;00:00:16;4.200;0.439;1.8;27.3;;;;;;;;;;;;;;;;;;
 ;00:00:17;4.200;0.433;1.9;27.3;;;;;;;;;;;;;;;;;;
 ;00:00:18;4.200;0.428;2.0;27.3;;;;;;;;;;;;;;;;;;
 ;00:00:19;4.200;0.422;2.1;27.3;;;;;;;;;;;;;;;;;;
 ;00:00:20;4.200;0.418;2.2;27.3;;;;;;;;;;;;;;;;;;
 ;00:00:21;4.200;0.413;2.4;27.3;;;;;;;;;;;;;;;;;;
 ;00:00:22;4.200;0.408;2.5;27.3;;;;;;;;;;;;;;;;;;
 ;00:00:23;4.200;0.404;2.6;27.3;;;;;;;;;;;;;;;;;;
 ;00:00:24;4.200;0.399;2.7;27.3;;;;;;;;;;;;;;;;;;
 ;00:00:25;4.200;0.395;2.8;27.3;;;;;;;;;;;;;;;;;;
 ;00:00:26;4.200;0.391;2.9;27.3;;;;;;;;;;;;;;;;;;
 ;00:00:27;4.200;0.387;3.0;27.3;;;;;;;;;;;;;;;;;;
 ;00:00:28;4.200;0.384;3.1;27.3;;;;;;;;;;;;;;;;;;
 ;00:00:29;4.200;0.380;3.2;27.3;;;;;;;;;;;;;;;;;;
 ;00:00:30;4.200;0.377;3.3;27.3;;;;;;;;;;;;;;;;;;
 ;00:00:31;4.200;0.373;3.4;27.4;;;;;;;;;;;;;;;;;;
 ;00:00:32;4.200;0.370;3.5;27.4;;;;;;;;;;;;;;;;;;
 ;00:00:33;4.200;0.367;3.6;27.4;;;;;;;;;;;;;;;;;;
 ;00:00:34;4.200;0.364;3.8;27.4;;;;;;;;;;;;;;;;;;
 ;00:00:35;4.200;0.361;3.8;27.4;;;;;;;;;;;;;;;;;;
 ;00:00:36;4.200;0.358;3.9;27.4;;;;;;;;;;;;;;;;;;
 ;00:00:37;4.200;0.355;4.0;27.4;;;;;;;;;;;;;;;;;;
 ;00:00:38;4.200;0.352;4.1;27.4;;;;;;;;;;;;;;;;;;
 ;00:00:39;4.200;0.350;4.2;27.4;;;;;;;;;;;;;;;;;;
 ;00:00:40;4.200;0.347;4.3;27.4;;;;;;;;;;;;;;;;;;
 ;00:00:41;4.200;0.345;4.4;27.4;;;;;;;;;;;;;;;;;;
 ;00:00:42;4.200;0.342;4.5;27.4;;;;;;;;;;;;;;;;;;
 ;00:00:43;4.200;0.340;4.6;27.4;;;;;;;;;;;;;;;;;;
 ;00:00:44;4.200;0.338;4.7;27.4;;;;;;;;;;;;;;;;;;
 ;00:00:45;4.200;0.335;4.8;27.4;;;;;;;;;;;;;;;;;;
 ;00:00:46;4.200;0.333;4.9;27.4;;;;;;;;;;;;;;;;;;
 ;00:00:47;4.200;0.331;5.0;27.4;;;;;;;;;;;;;;;;;;
 ;00:00:48;4.200;0.329;5.1;27.5;;;;;;;;;;;;;;;;;;
 ;00:00:49;4.200;0.326;5.2;27.5;;;;;;;;;;;;;;;;;;
 ;00:00:50;4.200;0.325;5.3;27.5;;;;;;;;;;;;;;;;;;
 ;00:00:51;4.200;0.323;5.3;27.5;;;;;;;;;;;;;;;;;;
 ;00:00:52;4.200;0.320;5.4;27.5;;;;;;;;;;;;;;;;;;
 ;00:00:53;4.200;0.319;5.5;27.5;;;;;;;;;;;;;;;;;;
 ;00:00:54;4.200;0.317;5.6;27.5;;;;;;;;;;;;;;;;;;
 ;00:00:55;4.200;0.315;5.7;27.5;;;;;;;;;;;;;;;;;;
 ;00:00:56;4.200;0.314;5.8;27.5;;;;;;;;;;;;;;;;;;
