#1;Time;Voltage(V);Curent(A);Capacity(mAh);Batt.Temp(C);#2;Time;Voltage(V);Curent(A);Capacity(mAh);Batt.Temp(C);#3;Time;Voltage(V);Curent(A);Capacity(mAh);Batt.Temp(C);#4;Time;Voltage(V);Curent(A);Capacity(mAh);Batt.Temp(C)
 ;00:00:00;3.305;0.000;0.0;30.6;;;;;;;;;;;;;;;;;;
 ;00:00:01;3.296;0.000;0.0;30.6;;;;;;;;;;;;;;;;;;
 ;00:00:02;3.282;0.013;0.0;30.6;;;;;;;;;;;;;;;;;;
 ;00:00:03;3.309;0.079;0.0;30.6;;;;;;;;;;;;;;;;;;
 ;00:00:04;3.345;0.208;0.0;30.6;;;;;;;;;;;;;;;;;;
 ;00:00:05;3.393;0.397;0.2;30.6;;;;;;;;;;;;;;;;;;
 ;00:00:06;3.453;0.641;0.4;30.6;;;;;;;;;;;;;;;;;;
 ;00:00:07;3.521;0.914;0.6;30.6;;;;;;;;;;;;;;;;;;
 ;00:00:08;3.563;1.062;0.9;30.6;;;;;;;;;;;;;;;;;;
 ;00:00:09;3.588;1.147;1.2;30.6;;;;;;;;;;;;;;;;;;
 ;00:00:10;3.613;1.226;1.6;30.6;;;;;;;;;;;;;;;;;;
 ;00:00:11;3.638;1.308;2.0;30.6;;;;;;;;;;;;;;;;;;
 ;00:00:12;3.664;1.391;2.3;30.6;;;;;;;;;;;;;;;;;;
 ;00:00:13;3.690;1.477;2.8;30.6;;;;;;;;;;;;;;;;;;
 ;00:00:14;3.716;1.557;3.2;30.6;;;;;;;;;;;;;;;;;;
 ;00:00:15;3.744;1.653;3.7;30.6;;;;;;;;;;;;;;;;;;
 ;00:00:16;3.772;1.745;4.1;30.6;;;;;;;;;;;;;;;;;;
 ;00:00:17;3.800;1.833;4.7;30.6;;;;;;;;;;;;;;;;;;
 ;00:00:18;3.832;1.932;5.2;30.6;;;;;;;;;;;;;;;;;;
 ;00:00:19;3.861;2.026;5.8;30.6;;;;;;;;;;;;;;;;;;
 ;00:00:20;3.895;2.132;6.4;30.6;;;;;;;;;;;;;;;;;;
 ;00:00:21;3.927;2.220;7.0;30.6;;;;;;;;;;;;;;;;;;
 ;00:00:22;3.965;2.326;7.6;30.6;;;;;;;;;;;;;;;;;;
 ;00:00:23;3.998;2.401;8.3;30.6;;;;;;;;;;;;;;;;;;
 ;00:00:24;4.048;2.521;9.0;30.6;;;;;;;;;;;;;;;;;;
 ;00:00:25;4.080;2.587;9.7;30.6;;;;;;;;;;;;;;;;;;
 ;00:00:26;4.129;2.700;10.5;30.6;;;;;;;;;;;;;;;;;;
 ;00:00:27;4.185;2.830;11.3;30.6;;;;;;;;;;;;;;;;;;
 ;00:00:28;4.199;2.850;12.1;30.6;;;;;;;;;;;;;;;;;;
 ;00:00:29;4.199;2.839;12.9;30.6;;;;;;;;;;;;;;;;;;
 ;00:00:30;4.200;2.829;13.6;30.6;;;;;;;;;;;;;;;;;;
 ;00:00:31;4.199;2.818;14.4;30.6;;;;;;;;;;;;;;;;;;
 ;00:00:32;4.199;2.810;15.2;30.6;;;;;;;;;;;;;;;;;;
 ;00:00:33;4.199;2.802;16.0;30.6;;;;;;;;;;;;;;;;;;
