#1;Time;Voltage(V);Curent(A);Capacity(mAh);Batt.Temp(C);#2;Time;Voltage(V);Curent(A);Capacity(mAh);Batt.Temp(C);#3;Time;Voltage(V);Curent(A);Capacity(mAh);Batt.Temp(C);#4;Time;Voltage(V);Curent(A);Capacity(mAh);Batt.Temp(C)
 ;00:00:00;3.255;0.001;0.0;27.8;;;;;;;;;;;;;;;;;;
 ;00:00:01;3.278;0.029;0.0;27.8;;;;;;;;;;;;;;;;;;
 ;00:00:02;3.347;0.117;0.0;27.8;;;;;;;;;;;;;;;;;;
 ;00:00:03;3.425;0.263;0.1;27.8;;;;;;;;;;;;;;;;;;
 ;00:00:04;3.521;0.461;0.2;27.8;;;;;;;;;;;;;;;;;;
 ;00:00:05;3.631;0.704;0.4;27.8;;;;;;;;;;;;;;;;;;
 ;00:00:06;3.743;0.961;0.7;27.8;;;;;;;;;;;;;;;;;;
 ;00:00:07;3.806;1.091;1.0;27.8;;;;;;;;;;;;;;;;;;
 ;00:00:08;3.849;1.160;1.4;27.8;;;;;;;;;;;;;;;;;;
 ;00:00:09;3.890;1.229;1.7;27.8;;;;;;;;;;;;;;;;;;
 ;00:00:10;3.932;1.303;2.1;27.8;;;;;;;;;;;;;;;;;;
 ;00:00:11;3.973;1.374;2.5;27.8;;;;;;;;;;;;;;;;;;
 ;00:00:12;4.014;1.450;2.9;27.9;;;;;;;;;;;;;;;;;;
 ;00:00:13;4.053;1.525;3.3;27.9;;;;;;;;;;;;;;;;;;
 ;00:00:14;4.094;1.603;3.7;27.9;;;;;;;;;;;;;;;;;;
 ;00:00:15;4.133;1.680;4.2;27.9;;;;;;;;;;;;;;;;;;
 ;00:00:16;4.171;1.758;4.7;27.9;;;;;;;;;;;;;;;;;;
 ;00:00:17;4.192;1.783;5.2;27.9;;;;;;;;;;;;;;;;;;
 ;00:00:18;4.201;1.775;5.7;27.9;;;;;;;;;;;;;;;;;;
 ;00:00:19;4.201;1.740;6.2;27.9;;;;;;;;;;;;;;;;;;
 ;00:00:20;4.200;1.705;6.7;27.9;;;;;;;;;;;;;;;;;;
 ;00:00:21;4.200;1.679;7.1;27.9;;;;;;;;;;;;;;;;;;
 ;00:00:22;4.200;1.654;7.6;27.9;;;;;;;;;;;;;;;;;;
 ;00:00:23;4.200;1.632;8.0;27.9;;;;;;;;;;;;;;;;;;
 ;00:00:24;4.200;1.610;8.5;28.0;;;;;;;;;;;;;;;;;;
 ;00:00:25;4.200;1.589;8.9;28.0;;;;;;;;;;;;;;;;;;
 ;00:00:26;4.200;1.570;9.3;28.0;;;;;;;;;;;;;;;;;;
 ;00:00:27;4.200;1.552;9.8;28.0;;;;;;;;;;;;;;;;;;
 ;00:00:28;4.200;1.535;10.2;28.0;;;;;;;;;;;;;;;;;;
 ;00:00:29;4.200;1.520;10.6;28.0;;;;;;;;;;;;;;;;;;
 ;00:00:30;4.200;1.506;11.0;28.0;;;;;;;;;;;;;;;;;;
 ;00:00:31;4.200;1.489;11.5;28.1;;;;;;;;;;;;;;;;;;
 ;00:00:32;4.200;1.474;11.9;28.1;;;;;;;;;;;;;;;;;;
 ;00:00:33;4.200;1.462;12.3;28.1;;;;;;;;;;;;;;;;;;
 ;00:00:34;4.200;1.450;12.7;28.1;;;;;;;;;;;;;;;;;;
 ;00:00:35;4.200;1.438;13.1;28.1;;;;;;;;;;;;;;;;;;
 ;00:00:36;4.199;1.427;13.5;28.1;;;;;;;;;;;;;;;;;;
 ;00:00:37;4.200;1.418;13.9;28.2;;;;;;;;;;;;;;;;;;
 ;00:00:38;4.200;1.407;14.2;28.2;;;;;;;;;;;;;;;;;;
 ;00:00:39;4.200;1.398;14.6;28.2;;;;;;;;;;;;;;;;;;
 ;00:00:40;4.200;1.390;15.0;28.2;;;;;;;;;;;;;;;;;;
 ;00:00:41;4.200;1.381;15.4;28.2;;;;;;;;;;;;;;;;;;
 ;00:00:42;4.200;1.372;15.8;28.2;;;;;;;;;;;;;;;;;;
 ;00:00:43;4.200;1.364;16.2;28.3;;;;;;;;;;;;;;;;;;
 ;00:00:44;4.200;1.357;16.5;28.3;;;;;;;;;;;;;;;;;;
 ;00:00:45;4.200;1.350;16.9;28.3;;;;;;;;;;;;;;;;;;
 ;00:00:46;4.200;1.343;17.3;28.3;;;;;;;;;;;;;;;;;;
 ;00:00:47;4.200;1.336;17.7;28.3;;;;;;;;;;;;;;;;;;
 ;00:00:48;4.199;1.330;18.0;28.3;;;;;;;;;;;;;;;;;;
 ;00:00:49;4.200;1.323;18.4;28.4;;;;;;;;;;;;;;;;;;
 ;00:00:50;4.199;1.317;18.8;28.4;;;;;;;;;;;;;;;;;;
 ;00:00:51;4.199;1.311;19.1;28.4;;;;;;;;;;;;;;;;;;
 ;00:00:52;4.200;1.305;19.5;28.4;;;;;;;;;;;;;;;;;;
 ;00:00:53;4.200;1.300;19.8;28.4;;;;;;;;;;;;;;;;;;
 ;00:00:54;4.200;1.294;20.2;28.5;;;;;;;;;;;;;;;;;;
 ;00:00:55;4.200;1.290;20.6;28.5;;;;;;;;;;;;;;;;;;
 ;00:00:56;4.200;1.285;20.9;28.5;;;;;;;;;;;;;;;;;;
 ;00:00:57;4.200;1.280;21.3;28.5;;;;;;;;;;;;;;;;;;
 ;00:00:58;4.200;1.276;21.6;28.5;;;;;;;;;;;;;;;;;;
 ;00:00:59;4.200;1.271;22.0;28.5;;;;;;;;;;;;;;;;;;
 ;00:01:00;4.200;1.266;22.3;28.6;;;;;;;;;;;;;;;;;;
 ;00:01:01;4.199;1.262;22.7;28.6;;;;;;;;;;;;;;;;;;
 ;00:01:02;4.200;1.258;23.0;28.6;;;;;;;;;;;;;;;;;;
 ;00:01:03;4.200;1.253;23.4;28.6;;;;;;;;;;;;;;;;;;
 ;00:01:04;4.200;1.249;23.7;28.6;;;;;;;;;;;;;;;;;;
 ;00:01:05;4.200;1.244;24.1;28.7;;;;;;;;;;;;;;;;;;
 ;00:01:06;4.200;1.240;24.4;28.7;;;;;;;;;;;;;;;;;;
 ;00:01:07;4.200;1.236;24.8;28.7;;;;;;;;;;;;;;;;;;
 ;00:01:08;4.200;1.232;25.1;28.7;;;;;;;;;;;;;;;;;;
 ;00:01:09;4.200;1.229;25.4;28.7;;;;;;;;;;;;;;;;;;
 ;00:01:10;4.200;1.225;25.8;28.8;;;;;;;;;;;;;;;;;;
 ;00:01:11;4.200;1.222;26.1;28.8;;;;;;;;;;;;;;;;;;
 ;00:01:12;4.200;1.218;26.5;28.8;;;;;;;;;;;;;;;;;;
 ;00:01:13;4.200;1.215;26.8;28.8;;;;;;;;;;;;;;;;;;
 ;00:01:14;4.200;1.212;27.1;28.8;;;;;;;;;;;;;;;;;;
 ;00:01:15;4.200;1.208;27.5;28.9;;;;;;;;;;;;;;;;;;
 ;00:01:16;4.200;1.205;27.8;28.9;;;;;;;;;;;;;;;;;;
 ;00:01:17;4.200;1.202;28.1;28.9;;;;;;;;;;;;;;;;;;
 ;00:01:18;4.200;1.199;28.5;28.9;;;;;;;;;;;;;;;;;;
 ;00:01:19;4.200;1.196;28.8;28.9;;;;;;;;;;;;;;;;;;
 ;00:01:20;4.200;1.193;29.1;29.0;;;;;;;;;;;;;;;;;;
 ;00:01:21;4.200;1.190;29.5;29.0;;;;;;;;;;;;;;;;;;
 ;00:01:22;4.200;1.187;29.8;29.0;;;;;;;;;;;;;;;;;;
 ;00:01:23;4.200;1.185;30.1;29.0;;;;;;;;;;;;;;;;;;
 ;00:01:24;4.200;1.182;30.5;29.0;;;;;;;;;;;;;;;;;;
 ;00:01:25;4.200;1.179;30.8;29.1;;;;;;;;;;;;;;;;;;
 ;00:01:26;4.200;1.177;31.1;29.1;;;;;;;;;;;;;;;;;;
 ;00:01:27;4.200;1.174;31.4;29.1;;;;;;;;;;;;;;;;;;
 ;00:01:28;4.200;1.171;31.8;29.1;;;;;;;;;;;;;;;;;;
 ;00:01:29;4.200;1.168;32.1;29.1;;;;;;;;;;;;;;;;;;
 ;00:01:30;4.200;1.166;32.4;29.1;;;;;;;;;;;;;;;;;;
 ;00:01:31;4.200;1.164;32.7;29.2;;;;;;;;;;;;;;;;;;
 ;00:01:32;4.200;1.161;33.1;29.2;;;;;;;;;;;;;;;;;;
 ;00:01:33;4.200;1.159;33.4;29.2;;;;;;;;;;;;;;;;;;
 ;00:01:34;4.200;1.156;33.7;29.2;;;;;;;;;;;;;;;;;;
 ;00:01:35;4.200;1.154;34.0;29.2;;;;;;;;;;;;;;;;;;
 ;00:01:36;4.200;1.151;34.3;29.3;;;;;;;;;;;;;;;;;;
 ;00:01:37;4.200;1.149;34.7;29.3;;;;;;;;;;;;;;;;;;
 ;00:01:38;4.200;1.146;35.0;29.3;;;;;;;;;;;;;;;;;;
 ;00:01:39;4.200;1.144;35.3;29.3;;;;;;;;;;;;;;;;;;
 ;00:01:40;4.200;1.142;35.6;29.3;;;;;;;;;;;;;;;;;;
 ;00:01:41;4.200;1.139;35.9;29.4;;;;;;;;;;;;;;;;;;
 ;00:01:42;4.200;1.138;36.2;29.4;;;;;;;;;;;;;;;;;;
 ;00:01:43;4.200;1.135;36.6;29.4;;;;;;;;;;;;;;;;;;
 ;00:01:44;4.200;1.133;36.9;29.4;;;;;;;;;;;;;;;;;;
 ;00:01:45;4.200;1.130;37.2;29.4;;;;;;;;;;;;;;;;;;
 ;00:01:46;4.200;1.129;37.5;29.4;;;;;;;;;;;;;;;;;;
 ;00:01:47;4.200;1.126;37.8;29.5;;;;;;;;;;;;;;;;;;
 ;00:01:48;4.200;1.124;38.1;29.5;;;;;;;;;;;;;;;;;;
 ;00:01:49;4.200;1.122;38.4;29.5;;;;;;;;;;;;;;;;;;
 ;00:01:50;4.200;1.120;38.7;29.5;;;;;;;;;;;;;;;;;;
 ;00:01:51;4.200;1.117;39.1;29.5;;;;;;;;;;;;;;;;;;
 ;00:01:52;4.200;1.116;39.4;29.6;;;;;;;;;;;;;;;;;;
 ;00:01:53;4.200;1.114;39.7;29.6;;;;;;;;;;;;;;;;;;
 ;00:01:54;4.200;1.111;40.0;29.6;;;;;;;;;;;;;;;;;;
 ;00:01:55;4.200;1.109;40.3;29.6;;;;;;;;;;;;;;;;;;
 ;00:01:56;4.200;1.108;40.6;29.6;;;;;;;;;;;;;;;;;;
 ;00:01:57;4.200;1.105;40.9;29.7;;;;;;;;;;;;;;;;;;
