#1;Time;Voltage(V);Curent(A);Capacity(mAh);Batt.Temp(C);#2;Time;Voltage(V);Curent(A);Capacity(mAh);Batt.Temp(C);#3;Time;Voltage(V);Curent(A);Capacity(mAh);Batt.Temp(C);#4;Time;Voltage(V);Curent(A);Capacity(mAh);Batt.Temp(C)
 ;00:00:00;3.277;0.001;0.0;27.5;;;;;;;;;;;;;;;;;;
 ;00:00:01;3.290;0.034;0.0;27.5;;;;;;;;;;;;;;;;;;
 ;00:00:02;3.345;0.128;0.0;27.5;;;;;;;;;;;;;;;;;;
 ;00:00:03;3.416;0.281;0.1;27.5;;;;;;;;;;;;;;;;;;
 ;00:00:04;3.507;0.484;0.2;27.5;;;;;;;;;;;;;;;;;;
 ;00:00:05;3.620;0.732;0.4;27.5;;;;;;;;;;;;;;;;;;
 ;00:00:06;3.741;0.982;0.8;27.5;;;;;;;;;;;;;;;;;;
 ;00:00:07;3.808;1.098;1.0;27.5;;;;;;;;;;;;;;;;;;
 ;00:00:08;3.858;1.166;1.4;27.5;;;;;;;;;;;;;;;;;;
 ;00:00:09;3.912;1.229;1.7;27.5;;;;;;;;;;;;;;;;;;
 ;00:00:10;3.975;1.295;2.1;27.5;;;;;;;;;;;;;;;;;;
 ;00:00:11;4.040;1.353;2.5;27.5;;;;;;;;;;;;;;;;;;
 ;00:00:12;4.116;1.410;2.9;27.5;;;;;;;;;;;;;;;;;;
 ;00:00:13;4.175;1.459;3.2;27.5;;;;;;;;;;;;;;;;;;
 ;00:00:14;4.194;1.474;3.7;27.5;;;;;;;;;;;;;;;;;;
 ;00:00:15;4.200;1.475;4.1;27.5;;;;;;;;;;;;;;;;;;
 ;00:00:16;4.200;1.465;4.5;27.5;;;;;;;;;;;;;;;;;;
 ;00:00:17;4.199;1.456;4.9;27.5;;;;;;;;;;;;;;;;;;
 ;00:00:18;4.199;1.450;5.3;27.5;;;;;;;;;;;;;;;;;;
 ;00:00:19;4.199;1.445;5.7;27.5;;;;;;;;;;;;;;;;;;
 ;00:00:20;4.199;1.439;6.1;27.5;;;;;;;;;;;;;;;;;;
 ;00:00:21;4.199;1.433;6.5;27.5;;;;;;;;;;;;;;;;;;
 ;00:00:22;4.199;1.428;6.9;27.5;;;;;;;;;;;;;;;;;;
 ;00:00:23;4.199;1.423;7.3;27.5;;;;;;;;;;;;;;;;;;
 ;00:00:24;4.199;1.418;7.7;27.5;;;;;;;;;;;;;;;;;;
 ;00:00:25;4.199;1.414;8.0;27.5;;;;;;;;;;;;;;;;;;
 ;00:00:26;4.200;1.410;8.5;27.5;;;;;;;;;;;;;;;;;;
 ;00:00:27;4.199;1.406;8.8;27.6;;;;;;;;;;;;;;;;;;
 ;00:00:28;4.199;1.402;9.3;27.6;;;;;;;;;;;;;;;;;;
 ;00:00:29;4.199;1.399;9.6;27.6;;;;;;;;;;;;;;;;;;
 ;00:00:30;4.199;1.396;10.0;27.6;;;;;;;;;;;;;;;;;;
 ;00:00:31;4.199;1.392;10.4;27.6;;;;;;;;;;;;;;;;;;
 ;00:00:32;4.199;1.389;10.8;27.6;;;;;;;;;;;;;;;;;;
 ;00:00:33;4.199;1.387;11.2;27.6;;;;;;;;;;;;;;;;;;
 ;00:00:34;4.199;1.384;11.6;27.6;;;;;;;;;;;;;;;;;;
