#1;Time;Voltage(V);Curent(A);Capacity(mAh);Batt.Temp(C);#2;Time;Voltage(V);Curent(A);Capacity(mAh);Batt.Temp(C);#3;Time;Voltage(V);Curent(A);Capacity(mAh);Batt.Temp(C);#4;Time;Voltage(V);Curent(A);Capacity(mAh);Batt.Temp(C)
 ;00:00:00;3.381;0.000;0.0;28.6;;;;;;;;;;;;;;;;;;
 ;00:00:01;3.370;0.000;0.0;28.6;;;;;;;;;;;;;;;;;;
 ;00:00:02;3.351;0.010;0.0;28.6;;;;;;;;;;;;;;;;;;
 ;00:00:03;3.384;0.068;0.0;28.6;;;;;;;;;;;;;;;;;;
 ;00:00:04;3.425;0.201;0.0;28.6;;;;;;;;;;;;;;;;;;
 ;00:00:05;3.480;0.365;0.2;28.6;;;;;;;;;;;;;;;;;;
 ;00:00:06;3.547;0.618;0.3;28.6;;;;;;;;;;;;;;;;;;
 ;00:00:07;3.624;0.870;0.6;28.6;;;;;;;;;;;;;;;;;;
 ;00:00:08;3.678;1.073;0.9;28.6;;;;;;;;;;;;;;;;;;
 ;00:00:09;3.707;1.143;1.2;28.6;;;;;;;;;;;;;;;;;;
 ;00:00:10;3.734;1.227;1.6;28.6;;;;;;;;;;;;;;;;;;
 ;00:00:11;3.761;1.298;1.9;28.6;;;;;;;;;;;;;;;;;;
 ;00:00:12;3.789;1.387;2.3;28.6;;;;;;;;;;;;;;;;;;
 ;00:00:13;3.818;1.462;2.7;28.6;;;;;;;;;;;;;;;;;;
 ;00:00:14;3.845;1.552;3.2;28.6;;;;;;;;;;;;;;;;;;
 ;00:00:15;3.874;1.634;3.6;28.6;;;;;;;;;;;;;;;;;;
 ;00:00:16;3.903;1.726;4.1;28.6;;;;;;;;;;;;;;;;;;
 ;00:00:17;3.932;1.811;4.6;28.6;;;;;;;;;;;;;;;;;;
 ;00:00:18;3.960;1.907;5.1;28.6;;;;;;;;;;;;;;;;;;
 ;00:00:19;3.990;2.003;5.7;28.6;;;;;;;;;;;;;;;;;;
 ;00:00:20;4.018;2.105;6.3;28.6;;;;;;;;;;;;;;;;;;
 ;00:00:21;4.049;2.196;6.9;28.6;;;;;;;;;;;;;;;;;;
 ;00:00:22;4.078;2.299;7.6;28.6;;;;;;;;;;;;;;;;;;
 ;00:00:23;4.109;2.390;8.2;28.6;;;;;;;;;;;;;;;;;;
 ;00:00:24;4.139;2.495;8.9;28.6;;;;;;;;;;;;;;;;;;
 ;00:00:25;4.171;2.587;9.6;28.6;;;;;;;;;;;;;;;;;;
 ;00:00:26;4.182;2.606;10.4;28.6;;;;;;;;;;;;;;;;;;
 ;00:00:27;4.191;2.614;11.1;28.6;;;;;;;;;;;;;;;;;;
 ;00:00:28;4.198;2.618;11.8;28.7;;;;;;;;;;;;;;;;;;
 ;00:00:29;4.202;2.604;12.5;28.7;;;;;;;;;;;;;;;;;;
 ;00:00:30;4.200;2.573;13.3;28.7;;;;;;;;;;;;;;;;;;
 ;00:00:31;4.199;2.550;14.0;28.7;;;;;;;;;;;;;;;;;;
 ;00:00:32;4.200;2.530;14.7;28.7;;;;;;;;;;;;;;;;;;
 ;00:00:33;4.199;2.511;15.4;28.7;;;;;;;;;;;;;;;;;;
 ;00:00:34;4.200;2.491;16.1;28.7;;;;;;;;;;;;;;;;;;
 ;00:00:35;4.200;2.473;16.7;28.7;;;;;;;;;;;;;;;;;;
 ;00:00:36;4.200;2.458;17.4;28.7;;;;;;;;;;;;;;;;;;
 ;00:00:37;4.200;2.444;18.1;28.7;;;;;;;;;;;;;;;;;;
 ;00:00:38;4.200;2.429;18.8;28.7;;;;;;;;;;;;;;;;;;
 ;00:00:39;4.200;2.415;19.4;28.7;;;;;;;;;;;;;;;;;;
 ;00:00:40;4.200;2.401;20.1;28.8;;;;;;;;;;;;;;;;;;
 ;00:00:41;4.200;2.387;20.8;28.8;;;;;;;;;;;;;;;;;;
 ;00:00:42;4.200;2.374;21.4;28.8;;;;;;;;;;;;;;;;;;
 ;00:00:43;4.200;2.363;22.1;28.8;;;;;;;;;;;;;;;;;;
 ;00:00:44;4.199;2.352;22.7;28.8;;;;;;;;;;;;;;;;;;
 ;00:00:45;4.200;2.342;23.4;28.8;;;;;;;;;;;;;;;;;;
 ;00:00:46;4.200;2.332;24.0;28.8;;;;;;;;;;;;;;;;;;
 ;00:00:47;4.200;2.322;24.7;28.8;;;;;;;;;;;;;;;;;;
 ;00:00:48;4.199;2.313;25.3;28.9;;;;;;;;;;;;;;;;;;
 ;00:00:49;4.200;2.304;26.0;28.9;;;;;;;;;;;;;;;;;;
 ;00:00:50;4.200;2.297;26.6;28.9;;;;;;;;;;;;;;;;;;
 ;00:00:51;4.200;2.290;27.2;28.9;;;;;;;;;;;;;;;;;;
 ;00:00:52;4.200;2.282;27.9;28.9;;;;;;;;;;;;;;;;;;
 ;00:00:53;4.200;2.275;28.5;28.9;;;;;;;;;;;;;;;;;;
 ;00:00:54;4.200;2.269;29.1;28.9;;;;;;;;;;;;;;;;;;
 ;00:00:55;4.200;2.261;29.8;29.0;;;;;;;;;;;;;;;;;;
 ;00:00:56;4.200;2.255;30.4;29.0;;;;;;;;;;;;;;;;;;
 ;00:00:57;4.200;2.247;31.0;29.0;;;;;;;;;;;;;;;;;;
 ;00:00:58;4.200;2.238;31.6;29.0;;;;;;;;;;;;;;;;;;
 ;00:00:59;4.200;2.232;32.3;29.0;;;;;;;;;;;;;;;;;;
 ;00:01:00;4.200;2.227;32.9;29.0;;;;;;;;;;;;;;;;;;
 ;00:01:01;4.200;2.221;33.5;29.1;;;;;;;;;;;;;;;;;;
 ;00:01:02;4.200;2.216;34.1;29.1;;;;;;;;;;;;;;;;;;
 ;00:01:03;4.200;2.211;34.7;29.1;;;;;;;;;;;;;;;;;;
 ;00:01:04;4.199;2.207;35.3;29.1;;;;;;;;;;;;;;;;;;
 ;00:01:05;4.199;2.203;35.9;29.1;;;;;;;;;;;;;;;;;;
 ;00:01:06;4.200;2.198;36.6;29.1;;;;;;;;;;;;;;;;;;
 ;00:01:07;4.199;2.193;37.2;29.2;;;;;;;;;;;;;;;;;;
 ;00:01:08;4.199;2.190;37.8;29.2;;;;;;;;;;;;;;;;;;
 ;00:01:09;4.199;2.185;38.4;29.2;;;;;;;;;;;;;;;;;;
 ;00:01:10;4.199;2.181;39.0;29.2;;;;;;;;;;;;;;;;;;
 ;00:01:11;4.199;2.179;39.6;29.2;;;;;;;;;;;;;;;;;;
 ;00:01:12;4.199;2.174;40.2;29.2;;;;;;;;;;;;;;;;;;
 ;00:01:13;4.199;2.170;40.8;29.3;;;;;;;;;;;;;;;;;;
 ;00:01:14;4.199;2.168;41.4;29.3;;;;;;;;;;;;;;;;;;
 ;00:01:15;4.199;2.165;42.0;29.3;;;;;;;;;;;;;;;;;;
 ;00:01:16;4.199;2.160;42.6;29.3;;;;;;;;;;;;;;;;;;
 ;00:01:17;4.199;2.159;43.2;29.3;;;;;;;;;;;;;;;;;;
 ;00:01:18;4.199;2.155;43.8;29.4;;;;;;;;;;;;;;;;;;
 ;00:01:19;4.199;2.151;44.4;29.4;;;;;;;;;;;;;;;;;;
