#1;Time;Voltage(V);Curent(A);Capacity(mAh);Batt.Temp(C);#2;Time;Voltage(V);Curent(A);Capacity(mAh);Batt.Temp(C);#3;Time;Voltage(V);Curent(A);Capacity(mAh);Batt.Temp(C);#4;Time;Voltage(V);Curent(A);Capacity(mAh);Batt.Temp(C)
 ;00:00:00;3.316;0.000;0.0;29.7;;;;;;;;;;;;;;;;;;
 ;00:00:01;3.292;0.020;0.0;29.7;;;;;;;;;;;;;;;;;;
 ;00:00:02;3.376;0.095;0.0;29.7;;;;;;;;;;;;;;;;;;
 ;00:00:03;3.446;0.230;0.1;29.7;;;;;;;;;;;;;;;;;;
 ;00:00:04;3.536;0.416;0.2;29.7;;;;;;;;;;;;;;;;;;
 ;00:00:05;3.643;0.649;0.4;29.7;;;;;;;;;;;;;;;;;;
 ;00:00:06;3.760;0.910;0.6;29.7;;;;;;;;;;;;;;;;;;
 ;00:00:07;3.838;1.066;0.9;29.7;;;;;;;;;;;;;;;;;;
 ;00:00:08;3.882;1.133;1.3;29.7;;;;;;;;;;;;;;;;;;
 ;00:00:09;3.924;1.202;1.6;29.7;;;;;;;;;;;;;;;;;;
 ;00:00:10;3.964;1.274;1.9;29.7;;;;;;;;;;;;;;;;;;
 ;00:00:11;4.003;1.345;2.3;29.7;;;;;;;;;;;;;;;;;;
 ;00:00:12;4.044;1.420;2.7;29.7;;;;;;;;;;;;;;;;;;
 ;00:00:13;4.083;1.494;3.1;29.7;;;;;;;;;;;;;;;;;;
 ;00:00:14;4.123;1.573;3.6;29.7;;;;;;;;;;;;;;;;;;
 ;00:00:15;4.160;1.642;4.0;29.7;;;;;;;;;;;;;;;;;;
 ;00:00:16;4.186;1.677;4.5;29.7;;;;;;;;;;;;;;;;;;
 ;00:00:17;4.198;1.674;5.0;29.7;;;;;;;;;;;;;;;;;;
 ;00:00:18;4.200;1.646;5.4;29.7;;;;;;;;;;;;;;;;;;
 ;00:00:19;4.200;1.615;5.9;29.7;;;;;;;;;;;;;;;;;;
 ;00:00:20;4.200;1.587;6.3;29.7;;;;;;;;;;;;;;;;;;
 ;00:00:21;4.200;1.562;6.7;29.7;;;;;;;;;;;;;;;;;;
 ;00:00:22;4.200;1.539;7.2;29.8;;;;;;;;;;;;;;;;;;
 ;00:00:23;4.200;1.518;7.6;29.8;;;;;;;;;;;;;;;;;;
 ;00:00:24;4.200;1.496;8.0;29.8;;;;;;;;;;;;;;;;;;
 ;00:00:25;4.200;1.475;8.4;29.8;;;;;;;;;;;;;;;;;;
 ;00:00:26;4.200;1.457;8.8;29.8;;;;;;;;;;;;;;;;;;
