#1;Time;Voltage(V);Curent(A);Capacity(mAh);Batt.Temp(C);#2;Time;Voltage(V);Curent(A);Capacity(mAh);Batt.Temp(C);#3;Time;Voltage(V);Curent(A);Capacity(mAh);Batt.Temp(C);#4;Time;Voltage(V);Curent(A);Capacity(mAh);Batt.Temp(C)
 ;00:00:00;3.516;0.001;0.0;27.7;;;;;;;;;;;;;;;;;;
 ;00:00:01;3.545;0.031;0.0;27.7;;;;;;;;;;;;;;;;;;
 ;00:00:02;3.599;0.117;0.0;27.7;;;;;;;;;;;;;;;;;;
 ;00:00:03;3.668;0.258;0.1;27.7;;;;;;;;;;;;;;;;;;
 ;00:00:04;3.756;0.446;0.2;27.7;;;;;;;;;;;;;;;;;;
 ;00:00:05;3.859;0.678;0.4;27.7;;;;;;;;;;;;;;;;;;
 ;00:00:06;3.964;0.929;0.7;27.7;;;;;;;;;;;;;;;;;;
 ;00:00:07;4.023;1.068;1.0;27.7;;;;;;;;;;;;;;;;;;
 ;00:00:08;4.059;1.135;1.3;27.7;;;;;;;;;;;;;;;;;;
 ;00:00:09;4.095;1.206;1.7;27.7;;;;;;;;;;;;;;;;;;
 ;00:00:10;4.129;1.276;2.0;27.7;;;;;;;;;;;;;;;;;;
 ;00:00:11;4.164;1.350;2.4;27.7;;;;;;;;;;;;;;;;;;
 ;00:00:12;4.186;1.387;2.8;27.7;;;;;;;;;;;;;;;;;;
 ;00:00:13;4.197;1.395;3.2;27.7;;;;;;;;;;;;;;;;;;
 ;00:00:14;4.200;1.381;3.6;27.7;;;;;;;;;;;;;;;;;;
 ;00:00:15;4.200;1.361;3.9;27.7;;;;;;;;;;;;;;;;;;
 ;00:00:16;4.200;1.342;4.3;27.8;;;;;;;;;;;;;;;;;;
 ;00:00:17;4.200;1.326;4.7;27.8;;;;;;;;;;;;;;;;;;
 ;00:00:18;4.200;1.309;5.0;27.8;;;;;;;;;;;;;;;;;;
 ;00:00:19;4.200;1.295;5.4;27.8;;;;;;;;;;;;;;;;;;
 ;00:00:20;4.200;1.281;5.7;27.8;;;;;;;;;;;;;;;;;;
 ;00:00:21;4.200;1.267;6.1;27.8;;;;;;;;;;;;;;;;;;
 ;00:00:22;4.200;1.254;6.4;27.8;;;;;;;;;;;;;;;;;;
 ;00:00:23;4.200;1.241;6.8;27.8;;;;;;;;;;;;;;;;;;
