#1;Time;Voltage(V);Curent(A);Capacity(mAh);Batt.Temp(C);#2;Time;Voltage(V);Curent(A);Capacity(mAh);Batt.Temp(C);#3;Time;Voltage(V);Curent(A);Capacity(mAh);Batt.Temp(C);#4;Time;Voltage(V);Curent(A);Capacity(mAh);Batt.Temp(C)
 ;00:00:00;3.307;0.000;0.0;28.7;;;;;;;;;;;;;;;;;;
 ;00:00:01;3.260;0.004;0.0;28.7;;;;;;;;;;;;;;;;;;
 ;00:00:02;3.302;0.047;0.0;28.7;;;;;;;;;;;;;;;;;;
 ;00:00:03;3.356;0.152;0.0;28.7;;;;;;;;;;;;;;;;;;
 ;00:00:04;3.427;0.315;0.1;28.7;;;;;;;;;;;;;;;;;;
 ;00:00:05;3.520;0.528;0.3;28.7;;;;;;;;;;;;;;;;;;
 ;00:00:06;3.635;0.784;0.5;28.7;;;;;;;;;;;;;;;;;;
 ;00:00:07;3.738;1.002;0.8;28.7;;;;;;;;;;;;;;;;;;
 ;00:00:08;3.789;1.088;1.1;28.7;;;;;;;;;;;;;;;;;;
 ;00:00:09;3.837;1.156;1.4;28.7;;;;;;;;;;;;;;;;;;
 ;00:00:10;3.887;1.221;1.8;28.7;;;;;;;;;;;;;;;;;;
 ;00:00:11;3.946;1.289;2.1;28.7;;;;;;;;;;;;;;;;;;
 ;00:00:12;4.008;1.348;2.5;28.7;;;;;;;;;;;;;;;;;;
 ;00:00:13;4.077;1.410;2.9;28.7;;;;;;;;;;;;;;;;;;
 ;00:00:14;4.145;1.475;3.3;28.7;;;;;;;;;;;;;;;;;;
 ;00:00:15;4.186;1.516;3.8;28.7;;;;;;;;;;;;;;;;;;
 ;00:00:16;4.199;1.523;4.1;28.7;;;;;;;;;;;;;;;;;;
 ;00:00:17;4.200;1.517;4.6;28.7;;;;;;;;;;;;;;;;;;
 ;00:00:18;4.200;1.508;5.0;28.7;;;;;;;;;;;;;;;;;;
 ;00:00:19;4.200;1.500;5.4;28.7;;;;;;;;;;;;;;;;;;
 ;00:00:20;4.200;1.493;5.8;28.7;;;;;;;;;;;;;;;;;;
 ;00:00:21;4.200;1.484;6.3;28.7;;;;;;;;;;;;;;;;;;
 ;00:00:22;4.199;1.476;6.6;28.7;;;;;;;;;;;;;;;;;;
 ;00:00:23;4.199;1.470;7.1;28.7;;;;;;;;;;;;;;;;;;
 ;00:00:24;4.199;1.465;7.4;28.7;;;;;;;;;;;;;;;;;;
 ;00:00:25;4.199;1.460;7.9;28.8;;;;;;;;;;;;;;;;;;
 ;00:00:26;4.200;1.455;8.3;28.8;;;;;;;;;;;;;;;;;;
 ;00:00:27;4.199;1.450;8.7;28.8;;;;;;;;;;;;;;;;;;
 ;00:00:28;4.199;1.446;9.1;28.8;;;;;;;;;;;;;;;;;;
 ;00:00:29;4.199;1.442;9.5;28.8;;;;;;;;;;;;;;;;;;
 ;00:00:30;4.199;1.439;9.9;28.8;;;;;;;;;;;;;;;;;;
 ;00:00:31;4.199;1.435;10.3;28.8;;;;;;;;;;;;;;;;;;
 ;00:00:32;4.199;1.433;10.7;28.8;;;;;;;;;;;;;;;;;;
 ;00:00:33;4.199;1.429;11.1;28.8;;;;;;;;;;;;;;;;;;
 ;00:00:34;4.199;1.426;11.5;28.8;;;;;;;;;;;;;;;;;;
 ;00:00:35;4.199;1.424;11.9;28.8;;;;;;;;;;;;;;;;;;
 ;00:00:36;4.199;1.421;12.2;28.8;;;;;;;;;;;;;;;;;;
 ;00:00:37;4.199;1.419;12.7;28.8;;;;;;;;;;;;;;;;;;
 ;00:00:38;4.199;1.416;13.0;28.8;;;;;;;;;;;;;;;;;;
 ;00:00:39;4.199;1.414;13.5;28.8;;;;;;;;;;;;;;;;;;
 ;00:00:40;4.199;1.412;13.8;28.8;;;;;;;;;;;;;;;;;;
 ;00:00:41;4.199;1.410;14.2;28.9;;;;;;;;;;;;;;;;;;
 ;00:00:42;4.199;1.407;14.6;28.9;;;;;;;;;;;;;;;;;;
 ;00:00:43;4.199;1.405;15.0;28.9;;;;;;;;;;;;;;;;;;
 ;00:00:44;4.199;1.403;15.4;28.9;;;;;;;;;;;;;;;;;;
 ;00:00:45;4.199;1.401;15.8;28.9;;;;;;;;;;;;;;;;;;
 ;00:00:46;4.199;1.399;16.2;28.9;;;;;;;;;;;;;;;;;;
 ;00:00:47;4.199;1.397;16.5;28.9;;;;;;;;;;;;;;;;;;
 ;00:00:48;4.199;1.395;16.9;28.9;;;;;;;;;;;;;;;;;;
 ;00:00:49;4.199;1.394;17.4;28.9;;;;;;;;;;;;;;;;;;
 ;00:00:50;4.199;1.392;17.7;28.9;;;;;;;;;;;;;;;;;;
 ;00:00:51;4.199;1.391;18.1;28.9;;;;;;;;;;;;;;;;;;
 ;00:00:52;4.199;1.390;18.5;29.0;;;;;;;;;;;;;;;;;;
 ;00:00:53;4.199;1.389;18.9;29.0;;;;;;;;;;;;;;;;;;
 ;00:00:54;4.199;1.387;19.2;29.0;;;;;;;;;;;;;;;;;;
 ;00:00:55;4.199;1.385;19.7;29.0;;;;;;;;;;;;;;;;;;
 ;00:00:56;4.199;1.383;20.0;29.0;;;;;;;;;;;;;;;;;;
