#1;Time;Voltage(V);Curent(A);Capacity(mAh);Batt.Temp(C);#2;Time;Voltage(V);Curent(A);Capacity(mAh);Batt.Temp(C);#3;Time;Voltage(V);Curent(A);Capacity(mAh);Batt.Temp(C);#4;Time;Voltage(V);Curent(A);Capacity(mAh);Batt.Temp(C)
 ;00:00:00;3.305;0.000;0.0;30.1;;;;;;;;;;;;;;;;;;
 ;00:00:01;3.283;0.004;0.0;30.1;;;;;;;;;;;;;;;;;;
 ;00:00:02;3.299;0.047;0.0;30.1;;;;;;;;;;;;;;;;;;
 ;00:00:03;3.333;0.154;0.0;30.1;;;;;;;;;;;;;;;;;;
 ;00:00:04;3.376;0.322;0.1;30.1;;;;;;;;;;;;;;;;;;
 ;00:00:05;3.433;0.546;0.3;30.1;;;;;;;;;;;;;;;;;;
 ;00:00:06;3.500;0.848;0.5;30.1;;;;;;;;;;;;;;;;;;
 ;00:00:07;3.550;1.033;0.8;30.1;;;;;;;;;;;;;;;;;;
 ;00:00:08;3.576;1.126;1.1;30.1;;;;;;;;;;;;;;;;;;
 ;00:00:09;3.600;1.198;1.5;30.1;;;;;;;;;;;;;;;;;;
 ;00:00:10;3.624;1.287;1.8;30.1;;;;;;;;;;;;;;;;;;
 ;00:00:11;3.649;1.363;2.2;30.1;;;;;;;;;;;;;;;;;;
 ;00:00:12;3.675;1.457;2.6;30.1;;;;;;;;;;;;;;;;;;
 ;00:00:13;3.699;1.536;3.1;30.1;;;;;;;;;;;;;;;;;;
 ;00:00:14;3.726;1.634;3.5;30.1;;;;;;;;;;;;;;;;;;
 ;00:00:15;3.752;1.717;4.0;30.1;;;;;;;;;;;;;;;;;;
 ;00:00:16;3.778;1.816;4.5;30.1;;;;;;;;;;;;;;;;;;
 ;00:00:17;3.806;1.915;5.1;30.1;;;;;;;;;;;;;;;;;;
 ;00:00:18;3.833;2.010;5.6;30.1;;;;;;;;;;;;;;;;;;
 ;00:00:19;3.862;2.120;6.2;30.1;;;;;;;;;;;;;;;;;;
 ;00:00:20;3.889;2.215;6.8;30.1;;;;;;;;;;;;;;;;;;
 ;00:00:21;3.918;2.318;7.5;30.1;;;;;;;;;;;;;;;;;;
 ;00:00:22;3.947;2.419;8.2;30.1;;;;;;;;;;;;;;;;;;
 ;00:00:23;3.976;2.526;8.9;30.1;;;;;;;;;;;;;;;;;;
