#1;Time;Voltage(V);Curent(A);Capacity(mAh);Batt.Temp(C);#2;Time;Voltage(V);Curent(A);Capacity(mAh);Batt.Temp(C);#3;Time;Voltage(V);Curent(A);Capacity(mAh);Batt.Temp(C);#4;Time;Voltage(V);Curent(A);Capacity(mAh);Batt.Temp(C)
 ;00:00:00;3.305;0.000;0.0;31.4;;;;;;;;;;;;;;;;;;
 ;00:00:01;3.296;0.000;0.0;31.4;;;;;;;;;;;;;;;;;;
 ;00:00:02;3.281;0.010;0.0;31.4;;;;;;;;;;;;;;;;;;
 ;00:00:03;3.309;0.079;0.0;31.4;;;;;;;;;;;;;;;;;;
 ;00:00:04;3.344;0.194;0.0;31.4;;;;;;;;;;;;;;;;;;
 ;00:00:05;3.393;0.378;0.2;31.4;;;;;;;;;;;;;;;;;;
 ;00:00:06;3.459;0.641;0.4;31.4;;;;;;;;;;;;;;;;;;
 ;00:00:07;3.521;0.894;0.6;31.4;;;;;;;;;;;;;;;;;;
 ;00:00:08;3.563;1.070;0.9;31.4;;;;;;;;;;;;;;;;;;
 ;00:00:09;3.588;1.147;1.2;31.4;;;;;;;;;;;;;;;;;;
 ;00:00:10;3.612;1.227;1.6;31.4;;;;;;;;;;;;;;;;;;
 ;00:00:11;3.637;1.310;2.0;31.4;;;;;;;;;;;;;;;;;;
 ;00:00:12;3.665;1.393;2.3;31.4;;;;;;;;;;;;;;;;;;
 ;00:00:13;3.688;1.479;2.8;31.4;;;;;;;;;;;;;;;;;;
 ;00:00:14;3.716;1.567;3.2;31.4;;;;;;;;;;;;;;;;;;
 ;00:00:15;3.740;1.656;3.7;31.4;;;;;;;;;;;;;;;;;;
 ;00:00:16;3.768;1.749;4.2;31.4;;;;;;;;;;;;;;;;;;
 ;00:00:17;3.794;1.838;4.7;31.4;;;;;;;;;;;;;;;;;;
 ;00:00:18;3.824;1.938;5.2;31.4;;;;;;;;;;;;;;;;;;
 ;00:00:19;3.852;2.035;5.8;31.4;;;;;;;;;;;;;;;;;;
 ;00:00:20;3.884;2.139;6.4;31.4;;;;;;;;;;;;;;;;;;
 ;00:00:21;3.914;2.237;7.0;31.4;;;;;;;;;;;;;;;;;;
 ;00:00:22;3.943;2.335;7.7;31.4;;;;;;;;;;;;;;;;;;
 ;00:00:23;3.975;2.439;8.3;31.4;;;;;;;;;;;;;;;;;;
 ;00:00:24;4.005;2.541;9.1;31.4;;;;;;;;;;;;;;;;;;
 ;00:00:25;4.040;2.652;9.8;31.4;;;;;;;;;;;;;;;;;;
 ;00:00:26;4.101;2.884;10.7;31.4;;;;;;;;;;;;;;;;;;
