#1;Time;Voltage(V);Curent(A);Capacity(mAh);Batt.Temp(C);#2;Time;Voltage(V);Curent(A);Capacity(mAh);Batt.Temp(C);#3;Time;Voltage(V);Curent(A);Capacity(mAh);Batt.Temp(C);#4;Time;Voltage(V);Curent(A);Capacity(mAh);Batt.Temp(C)
 ;00:00:00;3.292;0.000;0.0;31.5;;;;;;;;;;;;;;;;;;
 ;00:00:01;3.284;0.020;0.0;31.5;;;;;;;;;;;;;;;;;;
 ;00:00:02;3.317;0.098;0.0;31.5;;;;;;;;;;;;;;;;;;
 ;00:00:03;3.354;0.239;0.1;31.5;;;;;;;;;;;;;;;;;;
 ;00:00:04;3.404;0.438;0.2;31.5;;;;;;;;;;;;;;;;;;
 ;00:00:05;3.466;0.693;0.4;31.5;;;;;;;;;;;;;;;;;;
 ;00:00:06;3.522;0.957;0.7;31.5;;;;;;;;;;;;;;;;;;
 ;00:00:07;3.560;1.087;1.0;31.5;;;;;;;;;;;;;;;;;;
 ;00:00:08;3.585;1.166;1.3;31.5;;;;;;;;;;;;;;;;;;
 ;00:00:09;3.608;1.246;1.6;31.5;;;;;;;;;;;;;;;;;;
 ;00:00:10;3.632;1.330;2.0;31.5;;;;;;;;;;;;;;;;;;
 ;00:00:11;3.657;1.414;2.4;31.5;;;;;;;;;;;;;;;;;;
 ;00:00:12;3.682;1.501;2.9;31.5;;;;;;;;;;;;;;;;;;
 ;00:00:13;3.708;1.591;3.3;31.5;;;;;;;;;;;;;;;;;;
 ;00:00:14;3.733;1.680;3.8;31.5;;;;;;;;;;;;;;;;;;
 ;00:00:15;3.759;1.774;4.2;31.5;;;;;;;;;;;;;;;;;;
 ;00:00:16;3.786;1.868;4.8;31.5;;;;;;;;;;;;;;;;;;
 ;00:00:17;3.813;1.963;5.3;31.5;;;;;;;;;;;;;;;;;;
 ;00:00:18;3.841;2.074;5.9;31.5;;;;;;;;;;;;;;;;;;
 ;00:00:19;3.868;2.165;6.5;31.5;;;;;;;;;;;;;;;;;;
 ;00:00:20;3.899;2.276;7.2;31.5;;;;;;;;;;;;;;;;;;
 ;00:00:21;3.925;2.364;7.8;31.5;;;;;;;;;;;;;;;;;;
 ;00:00:22;3.957;2.487;8.6;31.5;;;;;;;;;;;;;;;;;;
 ;00:00:23;3.982;2.568;9.2;31.5;;;;;;;;;;;;;;;;;;
 ;00:00:24;4.034;2.787;10.1;31.5;;;;;;;;;;;;;;;;;;
 ;00:00:25;4.079;2.980;10.8;31.5;;;;;;;;;;;;;;;;;;
 ;00:00:26;4.089;2.994;11.7;31.5;;;;;;;;;;;;;;;;;;
 ;00:00:27;4.096;2.996;12.5;31.5;;;;;;;;;;;;;;;;;;
 ;00:00:28;4.102;2.996;13.4;31.5;;;;;;;;;;;;;;;;;;
 ;00:00:29;4.107;2.996;14.2;31.5;;;;;;;;;;;;;;;;;;
 ;00:00:30;4.112;2.996;15.1;31.6;;;;;;;;;;;;;;;;;;
 ;00:00:31;4.117;2.995;15.8;31.6;;;;;;;;;;;;;;;;;;
 ;00:00:32;4.121;2.995;16.7;31.6;;;;;;;;;;;;;;;;;;
 ;00:00:33;4.125;2.996;17.5;31.6;;;;;;;;;;;;;;;;;;
 ;00:00:34;4.129;2.996;18.4;31.6;;;;;;;;;;;;;;;;;;
 ;00:00:35;4.133;2.994;19.2;31.6;;;;;;;;;;;;;;;;;;
 ;00:00:36;4.136;2.996;20.1;31.6;;;;;;;;;;;;;;;;;;
 ;00:00:37;4.139;2.995;20.8;31.6;;;;;;;;;;;;;;;;;;
 ;00:00:38;4.143;2.996;21.7;31.7;;;;;;;;;;;;;;;;;;
 ;00:00:39;4.146;2.996;22.5;31.7;;;;;;;;;;;;;;;;;;
 ;00:00:40;4.149;2.996;23.4;31.7;;;;;;;;;;;;;;;;;;
 ;00:00:41;4.151;2.995;24.1;31.7;;;;;;;;;;;;;;;;;;
 ;00:00:42;4.154;2.998;25.1;31.7;;;;;;;;;;;;;;;;;;
 ;00:00:43;4.156;2.996;25.8;31.7;;;;;;;;;;;;;;;;;;
 ;00:00:44;4.159;2.997;26.7;31.8;;;;;;;;;;;;;;;;;;
 ;00:00:45;4.161;2.993;27.5;31.8;;;;;;;;;;;;;;;;;;
 ;00:00:46;4.163;2.996;28.4;31.8;;;;;;;;;;;;;;;;;;
 ;00:00:47;4.165;2.995;29.1;31.8;;;;;;;;;;;;;;;;;;
 ;00:00:48;4.168;2.998;30.1;31.9;;;;;;;;;;;;;;;;;;
 ;00:00:49;4.169;2.996;30.8;31.9;;;;;;;;;;;;;;;;;;
 ;00:00:50;4.171;2.996;31.7;31.9;;;;;;;;;;;;;;;;;;
 ;00:00:51;4.174;2.998;32.5;31.9;;;;;;;;;;;;;;;;;;
 ;00:00:52;4.174;2.995;33.4;31.9;;;;;;;;;;;;;;;;;;
 ;00:00:53;4.176;2.996;34.1;32.0;;;;;;;;;;;;;;;;;;
 ;00:00:54;4.178;2.997;35.0;32.0;;;;;;;;;;;;;;;;;;
 ;00:00:55;4.179;2.993;35.8;32.0;;;;;;;;;;;;;;;;;;
 ;00:00:56;4.181;2.997;36.6;32.0;;;;;;;;;;;;;;;;;;
 ;00:00:57;4.183;2.998;37.5;32.1;;;;;;;;;;;;;;;;;;
 ;00:00:58;4.184;2.994;38.3;32.1;;;;;;;;;;;;;;;;;;
 ;00:00:59;4.185;2.995;39.1;32.1;;;;;;;;;;;;;;;;;;
 ;00:01:00;4.187;2.999;40.0;32.1;;;;;;;;;;;;;;;;;;
 ;00:01:01;4.188;2.996;40.8;32.2;;;;;;;;;;;;;;;;;;
 ;00:01:02;4.189;2.995;41.6;32.2;;;;;;;;;;;;;;;;;;
 ;00:01:03;4.192;3.000;42.5;32.2;;;;;;;;;;;;;;;;;;
 ;00:01:04;4.192;2.998;43.3;32.2;;;;;;;;;;;;;;;;;;
 ;00:01:05;4.193;2.996;44.1;32.2;;;;;;;;;;;;;;;;;;
