#1;Time;Voltage(V);Curent(A);Capacity(mAh);Batt.Temp(C);#2;Time;Voltage(V);Curent(A);Capacity(mAh);Batt.Temp(C);#3;Time;Voltage(V);Curent(A);Capacity(mAh);Batt.Temp(C);#4;Time;Voltage(V);Curent(A);Capacity(mAh);Batt.Temp(C)
 ;00:00:00;3.365;0.001;0.0;28.8;;;;;;;;;;;;;;;;;;
 ;00:00:01;3.372;0.034;0.0;28.8;;;;;;;;;;;;;;;;;;
 ;00:00:02;3.423;0.125;0.0;28.8;;;;;;;;;;;;;;;;;;
 ;00:00:03;3.484;0.274;0.1;28.8;;;;;;;;;;;;;;;;;;
 ;00:00:04;3.563;0.476;0.2;28.8;;;;;;;;;;;;;;;;;;
 ;00:00:05;3.657;0.723;0.4;28.8;;;;;;;;;;;;;;;;;;
 ;00:00:06;3.753;0.977;0.7;28.8;;;;;;;;;;;;;;;;;;
 ;00:00:07;3.806;1.098;1.0;28.8;;;;;;;;;;;;;;;;;;
 ;00:00:08;3.842;1.171;1.4;28.8;;;;;;;;;;;;;;;;;;
 ;00:00:09;3.876;1.244;1.7;28.8;;;;;;;;;;;;;;;;;;
 ;00:00:10;3.910;1.319;2.1;28.8;;;;;;;;;;;;;;;;;;
 ;00:00:11;3.945;1.397;2.5;28.8;;;;;;;;;;;;;;;;;;
 ;00:00:12;3.979;1.473;2.9;28.8;;;;;;;;;;;;;;;;;;
 ;00:00:13;4.014;1.556;3.3;28.8;;;;;;;;;;;;;;;;;;
 ;00:00:14;4.048;1.633;3.8;28.8;;;;;;;;;;;;;;;;;;
 ;00:00:15;4.084;1.720;4.3;28.8;;;;;;;;;;;;;;;;;;
 ;00:00:16;4.118;1.798;4.8;28.8;;;;;;;;;;;;;;;;;;
 ;00:00:17;4.155;1.889;5.3;28.8;;;;;;;;;;;;;;;;;;
 ;00:00:18;4.178;1.931;5.8;28.8;;;;;;;;;;;;;;;;;;
 ;00:00:19;4.190;1.943;6.4;28.8;;;;;;;;;;;;;;;;;;
 ;00:00:20;4.199;1.946;6.9;28.8;;;;;;;;;;;;;;;;;;
 ;00:00:21;4.200;1.928;7.4;28.8;;;;;;;;;;;;;;;;;;
 ;00:00:22;4.200;1.906;8.0;28.8;;;;;;;;;;;;;;;;;;
