#1;Time;Voltage(V);Curent(A);Capacity(mAh);Batt.Temp(C);#2;Time;Voltage(V);Curent(A);Capacity(mAh);Batt.Temp(C);#3;Time;Voltage(V);Curent(A);Capacity(mAh);Batt.Temp(C);#4;Time;Voltage(V);Curent(A);Capacity(mAh);Batt.Temp(C)
 ;00:00:00;3.306;0.000;0.0;29.9;;;;;;;;;;;;;;;;;;
 ;00:00:01;3.276;0.005;0.0;29.9;;;;;;;;;;;;;;;;;;
 ;00:00:02;3.298;0.054;0.0;29.9;;;;;;;;;;;;;;;;;;
 ;00:00:03;3.342;0.166;0.0;29.9;;;;;;;;;;;;;;;;;;
 ;00:00:04;3.391;0.337;0.1;29.9;;;;;;;;;;;;;;;;;;
 ;00:00:05;3.458;0.563;0.3;29.9;;;;;;;;;;;;;;;;;;
 ;00:00:06;3.537;0.838;0.5;29.9;;;;;;;;;;;;;;;;;;
 ;00:00:07;3.600;1.045;0.8;29.9;;;;;;;;;;;;;;;;;;
 ;00:00:08;3.632;1.129;1.2;29.9;;;;;;;;;;;;;;;;;;
 ;00:00:09;3.665;1.206;1.5;29.9;;;;;;;;;;;;;;;;;;
 ;00:00:10;3.691;1.284;1.9;29.9;;;;;;;;;;;;;;;;;;
 ;00:00:11;3.720;1.365;2.2;29.9;;;;;;;;;;;;;;;;;;
 ;00:00:12;3.751;1.447;2.6;29.9;;;;;;;;;;;;;;;;;;
 ;00:00:13;3.783;1.531;3.1;29.9;;;;;;;;;;;;;;;;;;
 ;00:00:14;3.812;1.617;3.5;29.9;;;;;;;;;;;;;;;;;;
 ;00:00:15;3.845;1.700;4.0;29.9;;;;;;;;;;;;;;;;;;
 ;00:00:16;3.875;1.794;4.5;29.9;;;;;;;;;;;;;;;;;;
 ;00:00:17;3.909;1.877;5.0;29.9;;;;;;;;;;;;;;;;;;
 ;00:00:18;3.940;1.979;5.6;29.9;;;;;;;;;;;;;;;;;;
 ;00:00:19;3.974;2.072;6.2;29.9;;;;;;;;;;;;;;;;;;
 ;00:00:20;4.006;2.171;6.8;29.9;;;;;;;;;;;;;;;;;;
 ;00:00:21;4.039;2.257;7.4;29.9;;;;;;;;;;;;;;;;;;
 ;00:00:22;4.074;2.366;8.1;29.9;;;;;;;;;;;;;;;;;;
 ;00:00:23;4.104;2.446;8.7;29.9;;;;;;;;;;;;;;;;;;
 ;00:00:24;4.142;2.567;9.5;30.0;;;;;;;;;;;;;;;;;;
 ;00:00:25;4.164;2.625;10.2;30.0;;;;;;;;;;;;;;;;;;
 ;00:00:26;4.181;2.661;10.9;30.0;;;;;;;;;;;;;;;;;;
 ;00:00:27;4.195;2.686;11.7;30.0;;;;;;;;;;;;;;;;;;
 ;00:00:28;4.200;2.673;12.4;30.0;;;;;;;;;;;;;;;;;;
 ;00:00:29;4.200;2.646;13.2;30.0;;;;;;;;;;;;;;;;;;
 ;00:00:30;4.201;2.625;13.9;30.0;;;;;;;;;;;;;;;;;;
 ;00:00:31;4.203;2.608;14.6;30.0;;;;;;;;;;;;;;;;;;
 ;00:00:32;4.200;2.576;15.3;30.0;;;;;;;;;;;;;;;;;;
 ;00:00:33;4.199;2.551;16.0;30.0;;;;;;;;;;;;;;;;;;
 ;00:00:34;4.199;2.531;16.7;30.0;;;;;;;;;;;;;;;;;;
 ;00:00:35;4.199;2.513;17.4;30.0;;;;;;;;;;;;;;;;;;
 ;00:00:36;4.200;2.494;18.1;30.0;;;;;;;;;;;;;;;;;;
 ;00:00:37;4.200;2.477;18.8;30.0;;;;;;;;;;;;;;;;;;
 ;00:00:38;4.200;2.463;19.5;30.0;;;;;;;;;;;;;;;;;;
 ;00:00:39;4.200;2.450;20.2;30.0;;;;;;;;;;;;;;;;;;
 ;00:00:40;4.200;2.437;20.9;30.0;;;;;;;;;;;;;;;;;;
 ;00:00:41;4.200;2.423;21.5;30.1;;;;;;;;;;;;;;;;;;
 ;00:00:42;4.200;2.410;22.2;30.1;;;;;;;;;;;;;;;;;;
