#1;Time;Voltage(V);Curent(A);Capacity(mAh);Batt.Temp(C);#2;Time;Voltage(V);Curent(A);Capacity(mAh);Batt.Temp(C);#3;Time;Voltage(V);Curent(A);Capacity(mAh);Batt.Temp(C);#4;Time;Voltage(V);Curent(A);Capacity(mAh);Batt.Temp(C)
 ;00:00:00;3.387;0.000;0.0;29.6;;;;;;;;;;;;;;;;;;
 ;00:00:01;3.375;0.000;0.0;29.6;;;;;;;;;;;;;;;;;;
 ;00:00:02;3.357;0.010;0.0;29.6;;;;;;;;;;;;;;;;;;
 ;00:00:03;3.398;0.076;0.0;29.6;;;;;;;;;;;;;;;;;;
 ;00:00:04;3.453;0.186;0.0;29.6;;;;;;;;;;;;;;;;;;
 ;00:00:05;3.528;0.377;0.1;29.6;;;;;;;;;;;;;;;;;;
 ;00:00:06;3.625;0.580;0.3;29.6;;;;;;;;;;;;;;;;;;
 ;00:00:07;3.746;0.861;0.6;29.6;;;;;;;;;;;;;;;;;;
 ;00:00:08;3.844;1.040;0.9;29.6;;;;;;;;;;;;;;;;;;
 ;00:00:09;3.895;1.108;1.2;29.6;;;;;;;;;;;;;;;;;;
 ;00:00:10;3.950;1.168;1.5;29.6;;;;;;;;;;;;;;;;;;
 ;00:00:11;4.009;1.233;1.8;29.6;;;;;;;;;;;;;;;;;;
 ;00:00:12;4.078;1.288;2.2;29.6;;;;;;;;;;;;;;;;;;
 ;00:00:13;4.148;1.353;2.6;29.6;;;;;;;;;;;;;;;;;;
 ;00:00:14;4.184;1.385;3.0;29.6;;;;;;;;;;;;;;;;;;
 ;00:00:15;4.196;1.396;3.4;29.6;;;;;;;;;;;;;;;;;;
 ;00:00:16;4.200;1.399;3.7;29.6;;;;;;;;;;;;;;;;;;
 ;00:00:17;4.199;1.396;4.1;29.6;;;;;;;;;;;;;;;;;;
 ;00:00:18;4.199;1.394;4.5;29.6;;;;;;;;;;;;;;;;;;
