#1;Time;Voltage(V);Curent(A);Capacity(mAh);Batt.Temp(C);#2;Time;Voltage(V);Curent(A);Capacity(mAh);Batt.Temp(C);#3;Time;Voltage(V);Curent(A);Capacity(mAh);Batt.Temp(C);#4;Time;Voltage(V);Curent(A);Capacity(mAh);Batt.Temp(C)
 ;00:00:00;3.542;0.000;0.0;27.5;;;;;;;;;;;;;;;;;;
 ;00:00:01;3.513;0.000;0.0;27.5;;;;;;;;;;;;;;;;;;
 ;00:00:02;3.459;0.009;0.0;27.5;;;;;;;;;;;;;;;;;;
 ;00:00:03;3.559;0.063;0.0;27.5;;;;;;;;;;;;;;;;;;
 ;00:00:04;3.692;0.170;0.0;27.5;;;;;;;;;;;;;;;;;;
 ;00:00:05;3.854;0.319;0.1;27.5;;;;;;;;;;;;;;;;;;
 ;00:00:06;4.039;0.502;0.3;27.5;;;;;;;;;;;;;;;;;;
 ;00:00:07;4.175;0.636;0.5;27.5;;;;;;;;;;;;;;;;;;
 ;00:00:08;4.199;0.645;0.6;27.5;;;;;;;;;;;;;;;;;;
 ;00:00:09;4.200;0.632;0.8;27.5;;;;;;;;;;;;;;;;;;
 ;00:00:10;4.200;0.620;1.0;27.5;;;;;;;;;;;;;;;;;;
 ;00:00:11;4.200;0.609;1.1;27.5;;;;;;;;;;;;;;;;;;
 ;00:00:12;4.200;0.599;1.3;27.5;;;;;;;;;;;;;;;;;;
 ;00:00:13;4.200;0.590;1.5;27.5;;;;;;;;;;;;;;;;;;
 ;00:00:14;4.200;0.582;1.7;27.5;;;;;;;;;;;;;;;;;;
 ;00:00:15;4.200;0.574;1.8;27.5;;;;;;;;;;;;;;;;;;
 ;00:00:16;4.200;0.566;2.0;27.5;;;;;;;;;;;;;;;;;;
 ;00:00:17;4.200;0.559;2.1;27.5;;;;;;;;;;;;;;;;;;
 ;00:00:18;4.200;0.552;2.3;27.5;;;;;;;;;;;;;;;;;;
 ;00:00:19;4.200;0.546;2.4;27.5;;;;;;;;;;;;;;;;;;
 ;00:00:20;4.200;0.539;2.6;27.5;;;;;;;;;;;;;;;;;;
 ;00:00:21;4.200;0.533;2.7;27.5;;;;;;;;;;;;;;;;;;
 ;00:00:22;4.200;0.527;2.9;27.5;;;;;;;;;;;;;;;;;;
 ;00:00:23;4.200;0.522;3.0;27.5;;;;;;;;;;;;;;;;;;
 ;00:00:24;4.200;0.516;3.2;27.5;;;;;;;;;;;;;;;;;;
 ;00:00:25;4.200;0.511;3.3;27.5;;;;;;;;;;;;;;;;;;
 ;00:00:26;4.200;0.506;3.4;27.5;;;;;;;;;;;;;;;;;;
 ;00:00:27;4.200;0.501;3.6;27.5;;;;;;;;;;;;;;;;;;
 ;00:00:28;4.200;0.495;3.7;27.6;;;;;;;;;;;;;;;;;;
 ;00:00:29;4.200;0.491;3.9;27.6;;;;;;;;;;;;;;;;;;
 ;00:00:30;4.200;0.486;4.0;27.6;;;;;;;;;;;;;;;;;;
 ;00:00:31;4.200;0.482;4.1;27.6;;;;;;;;;;;;;;;;;;
 ;00:00:32;4.200;0.478;4.3;27.6;;;;;;;;;;;;;;;;;;
 ;00:00:33;4.200;0.474;4.4;27.6;;;;;;;;;;;;;;;;;;
 ;00:00:34;4.200;0.470;4.5;27.6;;;;;;;;;;;;;;;;;;
 ;00:00:35;4.200;0.466;4.6;27.6;;;;;;;;;;;;;;;;;;
 ;00:00:36;4.200;0.462;4.8;27.6;;;;;;;;;;;;;;;;;;
 ;00:00:37;4.200;0.459;4.9;27.6;;;;;;;;;;;;;;;;;;
 ;00:00:38;4.200;0.455;5.0;27.6;;;;;;;;;;;;;;;;;;
 ;00:00:39;4.200;0.451;5.2;27.6;;;;;;;;;;;;;;;;;;
 ;00:00:40;4.200;0.448;5.3;27.6;;;;;;;;;;;;;;;;;;
 ;00:00:41;4.200;0.444;5.4;27.6;;;;;;;;;;;;;;;;;;
 ;00:00:42;4.200;0.441;5.5;27.6;;;;;;;;;;;;;;;;;;
 ;00:00:43;4.200;0.438;5.6;27.6;;;;;;;;;;;;;;;;;;
 ;00:00:44;4.200;0.435;5.8;27.6;;;;;;;;;;;;;;;;;;
 ;00:00:45;4.200;0.432;5.9;27.6;;;;;;;;;;;;;;;;;;
 ;00:00:46;4.200;0.429;6.0;27.7;;;;;;;;;;;;;;;;;;
 ;00:00:47;4.200;0.426;6.1;27.7;;;;;;;;;;;;;;;;;;
 ;00:00:48;4.200;0.424;6.2;27.7;;;;;;;;;;;;;;;;;;
 ;00:00:49;4.200;0.421;6.4;27.7;;;;;;;;;;;;;;;;;;
 ;00:00:50;4.200;0.418;6.5;27.7;;;;;;;;;;;;;;;;;;
 ;00:00:51;4.200;0.416;6.6;27.7;;;;;;;;;;;;;;;;;;
 ;00:00:52;4.200;0.414;6.7;27.7;;;;;;;;;;;;;;;;;;
 ;00:00:53;4.200;0.411;6.8;27.7;;;;;;;;;;;;;;;;;;
 ;00:00:54;4.200;0.409;6.9;27.7;;;;;;;;;;;;;;;;;;
 ;00:00:55;4.200;0.406;7.0;27.7;;;;;;;;;;;;;;;;;;
 ;00:00:56;4.200;0.404;7.2;27.7;;;;;;;;;;;;;;;;;;
 ;00:00:57;4.200;0.402;7.3;27.7;;;;;;;;;;;;;;;;;;
 ;00:00:58;4.200;0.399;7.4;27.7;;;;;;;;;;;;;;;;;;
 ;00:00:59;4.200;0.397;7.5;27.7;;;;;;;;;;;;;;;;;;
 ;00:01:00;4.200;0.395;7.6;27.7;;;;;;;;;;;;;;;;;;
 ;00:01:01;4.200;0.393;7.7;27.7;;;;;;;;;;;;;;;;;;
 ;00:01:02;4.200;0.391;7.8;27.7;;;;;;;;;;;;;;;;;;
 ;00:01:03;4.200;0.389;7.9;27.7;;;;;;;;;;;;;;;;;;
 ;00:01:04;4.200;0.388;8.0;27.7;;;;;;;;;;;;;;;;;;
