#1;Time;Voltage(V);Curent(A);Capacity(mAh);Batt.Temp(C);#2;Time;Voltage(V);Curent(A);Capacity(mAh);Batt.Temp(C);#3;Time;Voltage(V);Curent(A);Capacity(mAh);Batt.Temp(C);#4;Time;Voltage(V);Curent(A);Capacity(mAh);Batt.Temp(C)
 ;00:00:00;3.315;0.000;0.0;28.2;;;;;;;;;;;;;;;;;;
 ;00:00:01;3.296;0.000;0.0;28.2;;;;;;;;;;;;;;;;;;
 ;00:00:02;3.259;0.010;0.0;28.2;;;;;;;;;;;;;;;;;;
 ;00:00:03;3.313;0.070;0.0;28.2;;;;;;;;;;;;;;;;;;
 ;00:00:04;3.377;0.191;0.0;28.2;;;;;;;;;;;;;;;;;;
 ;00:00:05;3.457;0.386;0.2;28.2;;;;;;;;;;;;;;;;;;
 ;00:00:06;3.553;0.594;0.3;28.2;;;;;;;;;;;;;;;;;;
 ;00:00:07;3.661;0.885;0.6;28.2;;;;;;;;;;;;;;;;;;
 ;00:00:08;3.738;1.050;0.9;28.2;;;;;;;;;;;;;;;;;;
 ;00:00:09;3.780;1.133;1.2;28.2;;;;;;;;;;;;;;;;;;
 ;00:00:10;3.818;1.197;1.5;28.2;;;;;;;;;;;;;;;;;;
 ;00:00:11;3.857;1.278;1.9;28.2;;;;;;;;;;;;;;;;;;
 ;00:00:12;3.895;1.343;2.3;28.2;;;;;;;;;;;;;;;;;;
 ;00:00:13;3.935;1.428;2.7;28.2;;;;;;;;;;;;;;;;;;
 ;00:00:14;3.973;1.496;3.1;28.2;;;;;;;;;;;;;;;;;;
 ;00:00:15;4.012;1.584;3.6;28.2;;;;;;;;;;;;;;;;;;
 ;00:00:16;4.050;1.654;4.0;28.2;;;;;;;;;;;;;;;;;;
 ;00:00:17;4.088;1.744;4.5;28.2;;;;;;;;;;;;;;;;;;
 ;00:00:18;4.125;1.817;5.0;28.2;;;;;;;;;;;;;;;;;;
 ;00:00:19;4.163;1.908;5.6;28.3;;;;;;;;;;;;;;;;;;
 ;00:00:20;4.185;1.937;6.1;28.3;;;;;;;;;;;;;;;;;;
 ;00:00:21;4.197;1.943;6.6;28.3;;;;;;;;;;;;;;;;;;
 ;00:00:22;4.201;1.922;7.1;28.3;;;;;;;;;;;;;;;;;;
 ;00:00:23;4.201;1.890;7.7;28.3;;;;;;;;;;;;;;;;;;
 ;00:00:24;4.200;1.861;8.2;28.3;;;;;;;;;;;;;;;;;;
 ;00:00:25;4.200;1.836;8.7;28.3;;;;;;;;;;;;;;;;;;
 ;00:00:26;4.200;1.814;9.2;28.3;;;;;;;;;;;;;;;;;;
 ;00:00:27;4.200;1.793;9.7;28.3;;;;;;;;;;;;;;;;;;
 ;00:00:28;4.200;1.772;10.2;28.4;;;;;;;;;;;;;;;;;;
 ;00:00:29;4.200;1.754;10.7;28.4;;;;;;;;;;;;;;;;;;
 ;00:00:30;4.200;1.730;11.1;28.4;;;;;;;;;;;;;;;;;;
 ;00:00:31;4.200;1.713;11.7;28.4;;;;;;;;;;;;;;;;;;
 ;00:00:32;4.200;1.697;12.1;28.4;;;;;;;;;;;;;;;;;;
 ;00:00:33;4.200;1.682;12.6;28.4;;;;;;;;;;;;;;;;;;
 ;00:00:34;4.200;1.669;13.0;28.5;;;;;;;;;;;;;;;;;;
 ;00:00:35;4.200;1.656;13.5;28.5;;;;;;;;;;;;;;;;;;
 ;00:00:36;4.200;1.643;13.9;28.5;;;;;;;;;;;;;;;;;;
 ;00:00:37;4.200;1.630;14.4;28.5;;;;;;;;;;;;;;;;;;
 ;00:00:38;4.200;1.619;14.8;28.5;;;;;;;;;;;;;;;;;;
 ;00:00:39;4.200;1.608;15.3;28.5;;;;;;;;;;;;;;;;;;
 ;00:00:40;4.200;1.597;15.7;28.6;;;;;;;;;;;;;;;;;;
 ;00:00:41;4.200;1.587;16.2;28.6;;;;;;;;;;;;;;;;;;
 ;00:00:42;4.200;1.577;16.6;28.6;;;;;;;;;;;;;;;;;;
 ;00:00:43;4.200;1.569;17.1;28.6;;;;;;;;;;;;;;;;;;
 ;00:00:44;4.200;1.560;17.5;28.6;;;;;;;;;;;;;;;;;;
 ;00:00:45;4.200;1.552;17.9;28.7;;;;;;;;;;;;;;;;;;
 ;00:00:46;4.200;1.544;18.3;28.7;;;;;;;;;;;;;;;;;;
 ;00:00:47;4.200;1.537;18.8;28.7;;;;;;;;;;;;;;;;;;
 ;00:00:48;4.200;1.530;19.2;28.7;;;;;;;;;;;;;;;;;;
 ;00:00:49;4.200;1.523;19.6;28.7;;;;;;;;;;;;;;;;;;
 ;00:00:50;4.200;1.516;20.0;28.8;;;;;;;;;;;;;;;;;;
 ;00:00:51;4.200;1.509;20.5;28.8;;;;;;;;;;;;;;;;;;
 ;00:00:52;4.200;1.503;20.9;28.8;;;;;;;;;;;;;;;;;;
 ;00:00:53;4.200;1.494;21.3;28.8;;;;;;;;;;;;;;;;;;
 ;00:00:54;4.200;1.487;21.7;28.8;;;;;;;;;;;;;;;;;;
 ;00:00:55;4.200;1.483;22.1;28.9;;;;;;;;;;;;;;;;;;
 ;00:00:56;4.200;1.477;22.5;28.9;;;;;;;;;;;;;;;;;;
 ;00:00:57;4.200;1.472;23.0;28.9;;;;;;;;;;;;;;;;;;
 ;00:00:58;4.199;1.467;23.3;28.9;;;;;;;;;;;;;;;;;;
 ;00:00:59;4.199;1.462;23.8;28.9;;;;;;;;;;;;;;;;;;
 ;00:01:00;4.199;1.457;24.1;29.0;;;;;;;;;;;;;;;;;;
 ;00:01:01;4.200;1.453;24.6;29.0;;;;;;;;;;;;;;;;;;
 ;00:01:02;4.199;1.448;24.9;29.0;;;;;;;;;;;;;;;;;;
 ;00:01:03;4.200;1.443;25.4;29.0;;;;;;;;;;;;;;;;;;
 ;00:01:04;4.200;1.439;25.8;29.1;;;;;;;;;;;;;;;;;;
 ;00:01:05;4.199;1.435;26.2;29.1;;;;;;;;;;;;;;;;;;
 ;00:01:06;4.199;1.431;26.6;29.1;;;;;;;;;;;;;;;;;;
 ;00:01:07;4.199;1.427;27.0;29.1;;;;;;;;;;;;;;;;;;
 ;00:01:08;4.200;1.423;27.4;29.1;;;;;;;;;;;;;;;;;;
 ;00:01:09;4.199;1.420;27.8;29.2;;;;;;;;;;;;;;;;;;
 ;00:01:10;4.199;1.416;28.2;29.2;;;;;;;;;;;;;;;;;;
 ;00:01:11;4.199;1.413;28.6;29.2;;;;;;;;;;;;;;;;;;
 ;00:01:12;4.199;1.409;28.9;29.2;;;;;;;;;;;;;;;;;;
 ;00:01:13;4.199;1.405;29.3;29.3;;;;;;;;;;;;;;;;;;
 ;00:01:14;4.199;1.402;29.7;29.3;;;;;;;;;;;;;;;;;;
 ;00:01:15;4.199;1.399;30.1;29.3;;;;;;;;;;;;;;;;;;
 ;00:01:16;4.200;1.395;30.5;29.3;;;;;;;;;;;;;;;;;;
 ;00:01:17;4.199;1.392;30.9;29.3;;;;;;;;;;;;;;;;;;
 ;00:01:18;4.200;1.390;31.3;29.4;;;;;;;;;;;;;;;;;;
 ;00:01:19;4.200;1.386;31.7;29.4;;;;;;;;;;;;;;;;;;
 ;00:01:20;4.200;1.384;32.0;29.4;;;;;;;;;;;;;;;;;;
 ;00:01:21;4.199;1.381;32.4;29.4;;;;;;;;;;;;;;;;;;
 ;00:01:22;4.199;1.377;32.8;29.4;;;;;;;;;;;;;;;;;;
 ;00:01:23;4.200;1.375;33.2;29.5;;;;;;;;;;;;;;;;;;
 ;00:01:24;4.200;1.372;33.6;29.5;;;;;;;;;;;;;;;;;;
 ;00:01:25;4.199;1.369;34.0;29.5;;;;;;;;;;;;;;;;;;
 ;00:01:26;4.199;1.366;34.3;29.5;;;;;;;;;;;;;;;;;;
 ;00:01:27;4.200;1.363;34.7;29.6;;;;;;;;;;;;;;;;;;
 ;00:01:28;4.200;1.361;35.1;29.6;;;;;;;;;;;;;;;;;;
 ;00:01:29;4.199;1.358;35.5;29.6;;;;;;;;;;;;;;;;;;
 ;00:01:30;4.199;1.355;35.8;29.6;;;;;;;;;;;;;;;;;;
 ;00:01:31;4.200;1.353;36.2;29.6;;;;;;;;;;;;;;;;;;
 ;00:01:32;4.199;1.351;36.6;29.7;;;;;;;;;;;;;;;;;;
 ;00:01:33;4.199;1.348;37.0;29.7;;;;;;;;;;;;;;;;;;
 ;00:01:34;4.199;1.345;37.3;29.7;;;;;;;;;;;;;;;;;;
 ;00:01:35;4.199;1.343;37.7;29.7;;;;;;;;;;;;;;;;;;
 ;00:01:36;4.199;1.341;38.1;29.7;;;;;;;;;;;;;;;;;;
 ;00:01:37;4.199;1.338;38.5;29.8;;;;;;;;;;;;;;;;;;
 ;00:01:38;4.199;1.336;38.8;29.8;;;;;;;;;;;;;;;;;;
 ;00:01:39;4.199;1.333;39.2;29.8;;;;;;;;;;;;;;;;;;
 ;00:01:40;4.199;1.331;39.6;29.8;;;;;;;;;;;;;;;;;;
 ;00:01:41;4.199;1.329;39.9;29.9;;;;;;;;;;;;;;;;;;
 ;00:01:42;4.199;1.327;40.3;29.9;;;;;;;;;;;;;;;;;;
 ;00:01:43;4.199;1.324;40.7;29.9;;;;;;;;;;;;;;;;;;
 ;00:01:44;4.199;1.322;41.0;29.9;;;;;;;;;;;;;;;;;;
 ;00:01:45;4.199;1.320;41.4;29.9;;;;;;;;;;;;;;;;;;
 ;00:01:46;4.199;1.317;41.8;30.0;;;;;;;;;;;;;;;;;;
 ;00:01:47;4.199;1.315;42.1;30.0;;;;;;;;;;;;;;;;;;
 ;00:01:48;4.199;1.313;42.5;30.0;;;;;;;;;;;;;;;;;;
 ;00:01:49;4.199;1.311;42.9;30.0;;;;;;;;;;;;;;;;;;
 ;00:01:50;4.199;1.308;43.2;30.0;;;;;;;;;;;;;;;;;;
 ;00:01:51;4.199;1.307;43.6;30.1;;;;;;;;;;;;;;;;;;
 ;00:01:52;4.199;1.305;44.0;30.1;;;;;;;;;;;;;;;;;;
 ;00:01:53;4.199;1.303;44.3;30.1;;;;;;;;;;;;;;;;;;
 ;00:01:54;4.199;1.301;44.7;30.1;;;;;;;;;;;;;;;;;;
 ;00:01:55;4.199;1.299;45.0;30.1;;;;;;;;;;;;;;;;;;
 ;00:01:56;4.199;1.296;45.4;30.2;;;;;;;;;;;;;;;;;;
 ;00:01:57;4.199;1.295;45.8;30.2;;;;;;;;;;;;;;;;;;
 ;00:01:58;4.199;1.292;46.1;30.2;;;;;;;;;;;;;;;;;;
 ;00:01:59;4.199;1.290;46.5;30.2;;;;;;;;;;;;;;;;;;
 ;00:02:00;4.199;1.288;46.8;30.2;;;;;;;;;;;;;;;;;;
 ;00:02:01;4.200;1.286;47.2;30.2;;;;;;;;;;;;;;;;;;
 ;00:02:02;4.199;1.284;47.5;30.3;;;;;;;;;;;;;;;;;;
 ;00:02:03;4.199;1.282;47.9;30.3;;;;;;;;;;;;;;;;;;
 ;00:02:04;4.199;1.281;48.3;30.3;;;;;;;;;;;;;;;;;;
 ;00:02:05;4.199;1.279;48.6;30.3;;;;;;;;;;;;;;;;;;
 ;00:02:06;4.200;1.277;49.0;30.3;;;;;;;;;;;;;;;;;;
 ;00:02:07;4.200;1.275;49.3;30.4;;;;;;;;;;;;;;;;;;
 ;00:02:08;4.199;1.273;49.7;30.4;;;;;;;;;;;;;;;;;;
 ;00:02:09;4.200;1.271;50.0;30.4;;;;;;;;;;;;;;;;;;
 ;00:02:10;4.199;1.270;50.4;30.4;;;;;;;;;;;;;;;;;;
 ;00:02:11;4.199;1.268;50.7;30.4;;;;;;;;;;;;;;;;;;
 ;00:02:12;4.200;1.266;51.1;30.5;;;;;;;;;;;;;;;;;;
 ;00:02:13;4.200;1.264;51.4;30.5;;;;;;;;;;;;;;;;;;
 ;00:02:14;4.199;1.262;51.8;30.5;;;;;;;;;;;;;;;;;;
 ;00:02:15;4.200;1.260;52.1;30.5;;;;;;;;;;;;;;;;;;
 ;00:02:16;4.199;1.258;52.5;30.5;;;;;;;;;;;;;;;;;;
 ;00:02:17;4.200;1.257;52.8;30.5;;;;;;;;;;;;;;;;;;
 ;00:02:18;4.199;1.255;53.2;30.6;;;;;;;;;;;;;;;;;;
 ;00:02:19;4.199;1.253;53.5;30.6;;;;;;;;;;;;;;;;;;
 ;00:02:20;4.200;1.251;53.9;30.6;;;;;;;;;;;;;;;;;;
 ;00:02:21;4.200;1.250;54.2;30.6;;;;;;;;;;;;;;;;;;
 ;00:02:22;4.200;1.247;54.6;30.6;;;;;;;;;;;;;;;;;;
 ;00:02:23;4.200;1.245;54.9;30.7;;;;;;;;;;;;;;;;;;
 ;00:02:24;4.200;1.243;55.3;30.7;;;;;;;;;;;;;;;;;;
 ;00:02:25;4.200;1.241;55.6;30.7;;;;;;;;;;;;;;;;;;
 ;00:02:26;4.200;1.240;56.0;30.7;;;;;;;;;;;;;;;;;;
 ;00:02:27;4.200;1.238;56.3;30.7;;;;;;;;;;;;;;;;;;
 ;00:02:28;4.200;1.236;56.6;30.7;;;;;;;;;;;;;;;;;;
 ;00:02:29;4.200;1.235;57.0;30.8;;;;;;;;;;;;;;;;;;
 ;00:02:30;4.200;1.234;57.3;30.8;;;;;;;;;;;;;;;;;;
 ;00:02:31;4.200;1.232;57.6;30.8;;;;;;;;;;;;;;;;;;
 ;00:02:32;4.200;1.230;58.0;30.8;;;;;;;;;;;;;;;;;;
 ;00:02:33;4.200;1.229;58.4;30.8;;;;;;;;;;;;;;;;;;
 ;00:02:34;4.200;1.228;58.7;30.9;;;;;;;;;;;;;;;;;;
 ;00:02:35;4.200;1.226;59.0;30.9;;;;;;;;;;;;;;;;;;
 ;00:02:36;4.200;1.224;59.4;30.9;;;;;;;;;;;;;;;;;;
 ;00:02:37;4.200;1.222;59.7;30.9;;;;;;;;;;;;;;;;;;
 ;00:02:38;4.200;1.220;60.1;30.9;;;;;;;;;;;;;;;;;;
 ;00:02:39;4.200;1.219;60.4;31.0;;;;;;;;;;;;;;;;;;
 ;00:02:40;4.200;1.217;60.7;31.0;;;;;;;;;;;;;;;;;;
 ;00:02:41;4.200;1.217;61.1;31.0;;;;;;;;;;;;;;;;;;
 ;00:02:42;4.200;1.214;61.4;31.0;;;;;;;;;;;;;;;;;;
 ;00:02:43;4.200;1.213;61.7;31.0;;;;;;;;;;;;;;;;;;
 ;00:02:44;4.200;1.211;62.1;31.0;;;;;;;;;;;;;;;;;;
 ;00:02:45;4.200;1.209;62.4;31.1;;;;;;;;;;;;;;;;;;
 ;00:02:46;4.200;1.208;62.8;31.1;;;;;;;;;;;;;;;;;;
 ;00:02:47;4.200;1.206;63.1;31.1;;;;;;;;;;;;;;;;;;
 ;00:02:48;4.200;1.205;63.4;31.1;;;;;;;;;;;;;;;;;;
 ;00:02:49;4.200;1.203;63.8;31.1;;;;;;;;;;;;;;;;;;
 ;00:02:50;4.200;1.202;64.1;31.2;;;;;;;;;;;;;;;;;;
 ;00:02:51;4.200;1.201;64.4;31.2;;;;;;;;;;;;;;;;;;
 ;00:02:52;4.200;1.199;64.8;31.2;;;;;;;;;;;;;;;;;;
 ;00:02:53;4.200;1.198;65.1;31.2;;;;;;;;;;;;;;;;;;
 ;00:02:54;4.200;1.197;65.4;31.2;;;;;;;;;;;;;;;;;;
 ;00:02:55;4.200;1.194;65.8;31.3;;;;;;;;;;;;;;;;;;
 ;00:02:56;4.200;1.194;66.1;31.3;;;;;;;;;;;;;;;;;;
 ;00:02:57;4.200;1.192;66.4;31.3;;;;;;;;;;;;;;;;;;
 ;00:02:58;4.200;1.189;66.7;31.3;;;;;;;;;;;;;;;;;;
 ;00:02:59;4.200;1.189;67.1;31.3;;;;;;;;;;;;;;;;;;
 ;00:03:00;4.200;1.188;67.4;31.3;;;;;;;;;;;;;;;;;;
 ;00:03:01;4.200;1.186;67.7;31.4;;;;;;;;;;;;;;;;;;
 ;00:03:02;4.200;1.186;68.1;31.4;;;;;;;;;;;;;;;;;;
 ;00:03:03;4.200;1.183;68.4;31.4;;;;;;;;;;;;;;;;;;
 ;00:03:04;4.200;1.182;68.7;31.4;;;;;;;;;;;;;;;;;;
 ;00:03:05;4.200;1.181;69.1;31.4;;;;;;;;;;;;;;;;;;
 ;00:03:06;4.200;1.178;69.4;31.5;;;;;;;;;;;;;;;;;;
 ;00:03:07;4.200;1.178;69.7;31.5;;;;;;;;;;;;;;;;;;
 ;00:03:08;4.200;1.177;70.0;31.5;;;;;;;;;;;;;;;;;;
 ;00:03:09;4.200;1.176;70.4;31.5;;;;;;;;;;;;;;;;;;
 ;00:03:10;4.200;1.174;70.7;31.5;;;;;;;;;;;;;;;;;;
 ;00:03:11;4.200;1.172;71.0;31.5;;;;;;;;;;;;;;;;;;
 ;00:03:12;4.200;1.172;71.3;31.6;;;;;;;;;;;;;;;;;;
 ;00:03:13;4.200;1.169;71.7;31.6;;;;;;;;;;;;;;;;;;
 ;00:03:14;4.200;1.168;72.0;31.6;;;;;;;;;;;;;;;;;;
 ;00:03:15;4.200;1.167;72.3;31.6;;;;;;;;;;;;;;;;;;
 ;00:03:16;4.200;1.166;72.6;31.6;;;;;;;;;;;;;;;;;;
 ;00:03:17;4.200;1.164;73.0;31.6;;;;;;;;;;;;;;;;;;
 ;00:03:18;4.200;1.162;73.3;31.7;;;;;;;;;;;;;;;;;;
 ;00:03:19;4.200;1.161;73.6;31.7;;;;;;;;;;;;;;;;;;
 ;00:03:20;4.200;1.160;73.9;31.7;;;;;;;;;;;;;;;;;;
 ;00:03:21;4.200;1.160;74.2;31.7;;;;;;;;;;;;;;;;;;
 ;00:03:22;4.200;1.157;74.6;31.7;;;;;;;;;;;;;;;;;;
 ;00:03:23;4.200;1.156;74.9;31.7;;;;;;;;;;;;;;;;;;
 ;00:03:24;4.200;1.155;75.2;31.8;;;;;;;;;;;;;;;;;;
 ;00:03:25;4.200;1.154;75.5;31.8;;;;;;;;;;;;;;;;;;
 ;00:03:26;4.200;1.152;75.9;31.8;;;;;;;;;;;;;;;;;;
 ;00:03:27;4.200;1.151;76.2;31.8;;;;;;;;;;;;;;;;;;
 ;00:03:28;4.200;1.150;76.5;31.8;;;;;;;;;;;;;;;;;;
 ;00:03:29;4.200;1.149;76.8;31.8;;;;;;;;;;;;;;;;;;
 ;00:03:30;4.200;1.147;77.1;31.9;;;;;;;;;;;;;;;;;;
 ;00:03:31;4.200;1.146;77.4;31.9;;;;;;;;;;;;;;;;;;
 ;00:03:32;4.200;1.144;77.8;31.9;;;;;;;;;;;;;;;;;;
 ;00:03:33;4.200;1.143;78.1;31.9;;;;;;;;;;;;;;;;;;
 ;00:03:34;4.200;1.141;78.4;31.9;;;;;;;;;;;;;;;;;;
 ;00:03:35;4.200;1.140;78.7;31.9;;;;;;;;;;;;;;;;;;
 ;00:03:36;4.200;1.139;79.0;31.9;;;;;;;;;;;;;;;;;;
 ;00:03:37;4.200;1.138;79.4;32.0;;;;;;;;;;;;;;;;;;
 ;00:03:38;4.200;1.136;79.7;32.0;;;;;;;;;;;;;;;;;;
 ;00:03:39;4.200;1.135;80.0;32.0;;;;;;;;;;;;;;;;;;
 ;00:03:40;4.200;1.134;80.3;32.0;;;;;;;;;;;;;;;;;;
 ;00:03:41;4.200;1.133;80.6;32.0;;;;;;;;;;;;;;;;;;
 ;00:03:42;4.200;1.131;80.9;32.0;;;;;;;;;;;;;;;;;;
 ;00:03:43;4.200;1.130;81.2;32.0;;;;;;;;;;;;;;;;;;
 ;00:03:44;4.200;1.129;81.6;32.0;;;;;;;;;;;;;;;;;;
 ;00:03:45;4.200;1.128;81.9;32.1;;;;;;;;;;;;;;;;;;
 ;00:03:46;4.200;1.126;82.2;32.1;;;;;;;;;;;;;;;;;;
 ;00:03:47;4.200;1.125;82.5;32.1;;;;;;;;;;;;;;;;;;
 ;00:03:48;4.200;1.124;82.8;32.1;;;;;;;;;;;;;;;;;;
 ;00:03:49;4.200;1.122;83.1;32.1;;;;;;;;;;;;;;;;;;
 ;00:03:50;4.200;1.121;83.4;32.1;;;;;;;;;;;;;;;;;;
 ;00:03:51;4.200;1.120;83.7;32.2;;;;;;;;;;;;;;;;;;
 ;00:03:52;4.200;1.119;84.0;32.2;;;;;;;;;;;;;;;;;;
 ;00:03:53;4.200;1.116;84.4;32.2;;;;;;;;;;;;;;;;;;
 ;00:03:54;4.200;1.116;84.7;32.2;;;;;;;;;;;;;;;;;;
 ;00:03:55;4.200;1.115;85.0;32.2;;;;;;;;;;;;;;;;;;
 ;00:03:56;4.200;1.114;85.3;32.2;;;;;;;;;;;;;;;;;;
 ;00:03:57;4.200;1.112;85.6;32.2;;;;;;;;;;;;;;;;;;
 ;00:03:58;4.200;1.110;85.9;32.2;;;;;;;;;;;;;;;;;;
 ;00:03:59;4.200;1.110;86.2;32.2;;;;;;;;;;;;;;;;;;
 ;00:04:00;4.200;1.109;86.5;32.2;;;;;;;;;;;;;;;;;;
 ;00:04:01;4.200;1.107;86.8;32.3;;;;;;;;;;;;;;;;;;
 ;00:04:02;4.200;1.107;87.1;32.3;;;;;;;;;;;;;;;;;;
 ;00:04:03;4.200;1.104;87.4;32.3;;;;;;;;;;;;;;;;;;
 ;00:04:04;4.200;1.104;87.8;32.3;;;;;;;;;;;;;;;;;;
 ;00:04:05;4.200;1.102;88.1;32.3;;;;;;;;;;;;;;;;;;
 ;00:04:06;4.200;1.100;88.4;32.3;;;;;;;;;;;;;;;;;;
 ;00:04:07;4.200;1.100;88.7;32.3;;;;;;;;;;;;;;;;;;
 ;00:04:08;4.200;1.098;89.0;32.4;;;;;;;;;;;;;;;;;;
 ;00:04:09;4.200;1.097;89.3;32.4;;;;;;;;;;;;;;;;;;
 ;00:04:10;4.200;1.097;89.6;32.4;;;;;;;;;;;;;;;;;;
 ;00:04:11;4.200;1.095;89.9;32.4;;;;;;;;;;;;;;;;;;
 ;00:04:12;4.200;1.093;90.2;32.4;;;;;;;;;;;;;;;;;;
 ;00:04:13;4.200;1.093;90.5;32.4;;;;;;;;;;;;;;;;;;
 ;00:04:14;4.200;1.092;90.8;32.4;;;;;;;;;;;;;;;;;;
 ;00:04:15;4.200;1.089;91.1;32.5;;;;;;;;;;;;;;;;;;
 ;00:04:16;4.200;1.089;91.4;32.5;;;;;;;;;;;;;;;;;;
 ;00:04:17;4.200;1.088;91.7;32.5;;;;;;;;;;;;;;;;;;
 ;00:04:18;4.200;1.087;92.0;32.5;;;;;;;;;;;;;;;;;;
 ;00:04:19;4.200;1.086;92.3;32.5;;;;;;;;;;;;;;;;;;
 ;00:04:20;4.200;1.084;92.6;32.5;;;;;;;;;;;;;;;;;;
 ;00:04:21;4.200;1.083;92.9;32.5;;;;;;;;;;;;;;;;;;
 ;00:04:22;4.200;1.082;93.2;32.5;;;;;;;;;;;;;;;;;;
 ;00:04:23;4.200;1.081;93.5;32.5;;;;;;;;;;;;;;;;;;
 ;00:04:24;4.200;1.079;93.8;32.6;;;;;;;;;;;;;;;;;;
 ;00:04:25;4.200;1.078;94.1;32.6;;;;;;;;;;;;;;;;;;
 ;00:04:26;4.200;1.078;94.4;32.6;;;;;;;;;;;;;;;;;;
 ;00:04:27;4.200;1.076;94.7;32.6;;;;;;;;;;;;;;;;;;
 ;00:04:28;4.200;1.075;95.0;32.6;;;;;;;;;;;;;;;;;;
 ;00:04:29;4.200;1.074;95.3;32.6;;;;;;;;;;;;;;;;;;
 ;00:04:30;4.200;1.072;95.6;32.6;;;;;;;;;;;;;;;;;;
 ;00:04:31;4.200;1.072;95.9;32.6;;;;;;;;;;;;;;;;;;
 ;00:04:32;4.200;1.071;96.2;32.6;;;;;;;;;;;;;;;;;;
 ;00:04:33;4.200;1.069;96.5;32.7;;;;;;;;;;;;;;;;;;
 ;00:04:34;4.200;1.068;96.8;32.7;;;;;;;;;;;;;;;;;;
 ;00:04:35;4.200;1.067;97.1;32.7;;;;;;;;;;;;;;;;;;
 ;00:04:36;4.200;1.066;97.4;32.7;;;;;;;;;;;;;;;;;;
 ;00:04:37;4.200;1.065;97.7;32.7;;;;;;;;;;;;;;;;;;
 ;00:04:38;4.200;1.063;98.0;32.7;;;;;;;;;;;;;;;;;;
 ;00:04:39;4.200;1.062;98.3;32.7;;;;;;;;;;;;;;;;;;
 ;00:04:40;4.200;1.062;98.6;32.7;;;;;;;;;;;;;;;;;;
 ;00:04:41;4.200;1.059;98.9;32.7;;;;;;;;;;;;;;;;;;
 ;00:04:42;4.200;1.058;99.2;32.7;;;;;;;;;;;;;;;;;;
 ;00:04:43;4.200;1.058;99.4;32.8;;;;;;;;;;;;;;;;;;
 ;00:04:44;4.200;1.056;99.7;32.8;;;;;;;;;;;;;;;;;;
 ;00:04:45;4.200;1.056;100.0;32.8;;;;;;;;;;;;;;;;;;
 ;00:04:46;4.200;1.054;100.3;32.8;;;;;;;;;;;;;;;;;;
 ;00:04:47;4.200;1.053;100.6;32.8;;;;;;;;;;;;;;;;;;
 ;00:04:48;4.200;1.052;100.9;32.8;;;;;;;;;;;;;;;;;;
 ;00:04:49;4.200;1.051;101.2;32.8;;;;;;;;;;;;;;;;;;
