#1;Time;Voltage(V);Curent(A);Capacity(mAh);Batt.Temp(C);#2;Time;Voltage(V);Curent(A);Capacity(mAh);Batt.Temp(C);#3;Time;Voltage(V);Curent(A);Capacity(mAh);Batt.Temp(C);#4;Time;Voltage(V);Curent(A);Capacity(mAh);Batt.Temp(C)
 ;00:00:00;3.306;0.000;0.0;28.7;;;;;;;;;;;;;;;;;;
 ;00:00:01;3.280;0.004;0.0;28.7;;;;;;;;;;;;;;;;;;
 ;00:00:02;3.300;0.047;0.0;28.7;;;;;;;;;;;;;;;;;;
 ;00:00:03;3.340;0.153;0.0;28.7;;;;;;;;;;;;;;;;;;
 ;00:00:04;3.392;0.319;0.1;28.7;;;;;;;;;;;;;;;;;;
 ;00:00:05;3.460;0.541;0.3;28.7;;;;;;;;;;;;;;;;;;
 ;00:00:06;3.540;0.812;0.5;28.7;;;;;;;;;;;;;;;;;;
 ;00:00:07;3.603;1.032;0.8;28.7;;;;;;;;;;;;;;;;;;
 ;00:00:08;3.634;1.123;1.2;28.7;;;;;;;;;;;;;;;;;;
 ;00:00:09;3.663;1.200;1.5;28.7;;;;;;;;;;;;;;;;;;
 ;00:00:10;3.691;1.278;1.9;28.7;;;;;;;;;;;;;;;;;;
 ;00:00:11;3.721;1.360;2.2;28.7;;;;;;;;;;;;;;;;;;
 ;00:00:12;3.750;1.442;2.6;28.7;;;;;;;;;;;;;;;;;;
 ;00:00:13;3.780;1.525;3.1;28.7;;;;;;;;;;;;;;;;;;
 ;00:00:14;3.812;1.613;3.5;28.7;;;;;;;;;;;;;;;;;;
 ;00:00:15;3.843;1.696;4.0;28.7;;;;;;;;;;;;;;;;;;
 ;00:00:16;3.876;1.788;4.5;28.7;;;;;;;;;;;;;;;;;;
 ;00:00:17;3.907;1.872;5.0;28.7;;;;;;;;;;;;;;;;;;
 ;00:00:18;3.942;1.975;5.6;28.7;;;;;;;;;;;;;;;;;;
 ;00:00:19;3.972;2.066;6.2;28.7;;;;;;;;;;;;;;;;;;
 ;00:00:20;4.010;2.167;6.8;28.7;;;;;;;;;;;;;;;;;;
 ;00:00:21;4.042;2.248;7.4;28.7;;;;;;;;;;;;;;;;;;
 ;00:00:22;4.081;2.358;8.1;28.7;;;;;;;;;;;;;;;;;;
 ;00:00:23;4.111;2.433;8.8;28.7;;;;;;;;;;;;;;;;;;
 ;00:00:24;4.155;2.553;9.5;28.7;;;;;;;;;;;;;;;;;;
 ;00:00:25;4.178;2.607;10.2;28.8;;;;;;;;;;;;;;;;;;
 ;00:00:26;4.186;2.616;10.9;28.8;;;;;;;;;;;;;;;;;;
 ;00:00:27;4.192;2.624;11.7;28.8;;;;;;;;;;;;;;;;;;
 ;00:00:28;4.198;2.630;12.4;28.8;;;;;;;;;;;;;;;;;;
