#1;Time;Voltage(V);Curent(A);Capacity(mAh);Batt.Temp(C);#2;Time;Voltage(V);Curent(A);Capacity(mAh);Batt.Temp(C);#3;Time;Voltage(V);Curent(A);Capacity(mAh);Batt.Temp(C);#4;Time;Voltage(V);Curent(A);Capacity(mAh);Batt.Temp(C)
 ;00:00:00;3.305;0.000;0.0;30.8;;;;;;;;;;;;;;;;;;
 ;00:00:01;3.286;0.004;0.0;30.7;;;;;;;;;;;;;;;;;;
 ;00:00:02;3.302;0.048;0.0;30.7;;;;;;;;;;;;;;;;;;
 ;00:00:03;3.334;0.154;0.0;30.7;;;;;;;;;;;;;;;;;;
 ;00:00:04;3.379;0.322;0.1;30.7;;;;;;;;;;;;;;;;;;
 ;00:00:05;3.436;0.546;0.3;30.7;;;;;;;;;;;;;;;;;;
 ;00:00:06;3.504;0.822;0.5;30.7;;;;;;;;;;;;;;;;;;
 ;00:00:07;3.555;1.032;0.8;30.7;;;;;;;;;;;;;;;;;;
 ;00:00:08;3.582;1.117;1.1;30.7;;;;;;;;;;;;;;;;;;
 ;00:00:09;3.607;1.197;1.5;30.7;;;;;;;;;;;;;;;;;;
 ;00:00:10;3.632;1.278;1.8;30.7;;;;;;;;;;;;;;;;;;
 ;00:00:11;3.658;1.360;2.2;30.7;;;;;;;;;;;;;;;;;;
 ;00:00:12;3.684;1.446;2.6;30.7;;;;;;;;;;;;;;;;;;
 ;00:00:13;3.710;1.539;3.1;30.7;;;;;;;;;;;;;;;;;;
 ;00:00:14;3.738;1.621;3.5;30.7;;;;;;;;;;;;;;;;;;
 ;00:00:15;3.766;1.710;4.0;30.7;;;;;;;;;;;;;;;;;;
 ;00:00:16;3.795;1.801;4.5;30.7;;;;;;;;;;;;;;;;;;
 ;00:00:17;3.826;1.904;5.0;30.7;;;;;;;;;;;;;;;;;;
 ;00:00:18;3.855;1.987;5.6;30.7;;;;;;;;;;;;;;;;;;
 ;00:00:19;3.890;2.097;6.2;30.7;;;;;;;;;;;;;;;;;;
 ;00:00:20;3.921;2.179;6.8;30.7;;;;;;;;;;;;;;;;;;
 ;00:00:21;3.961;2.297;7.4;30.7;;;;;;;;;;;;;;;;;;
 ;00:00:22;3.995;2.366;8.1;30.7;;;;;;;;;;;;;;;;;;
 ;00:00:23;4.041;2.481;8.8;30.7;;;;;;;;;;;;;;;;;;
 ;00:00:24;4.082;2.567;9.5;30.7;;;;;;;;;;;;;;;;;;
 ;00:00:25;4.117;2.639;10.2;30.7;;;;;;;;;;;;;;;;;;
 ;00:00:26;4.174;2.781;11.0;30.7;;;;;;;;;;;;;;;;;;
 ;00:00:27;4.197;2.850;11.8;30.8;;;;;;;;;;;;;;;;;;
 ;00:00:28;4.199;2.851;12.6;30.8;;;;;;;;;;;;;;;;;;
 ;00:00:29;4.199;2.843;13.4;30.8;;;;;;;;;;;;;;;;;;
 ;00:00:30;4.200;2.836;14.2;30.8;;;;;;;;;;;;;;;;;;
 ;00:00:31;4.199;2.826;15.0;30.8;;;;;;;;;;;;;;;;;;
 ;00:00:32;4.199;2.819;15.8;30.8;;;;;;;;;;;;;;;;;;
 ;00:00:33;4.200;2.811;16.5;30.8;;;;;;;;;;;;;;;;;;
 ;00:00:34;4.199;2.801;17.3;30.8;;;;;;;;;;;;;;;;;;
 ;00:00:35;4.199;2.794;18.1;30.8;;;;;;;;;;;;;;;;;;
 ;00:00:36;4.199;2.786;18.9;30.8;;;;;;;;;;;;;;;;;;
 ;00:00:37;4.199;2.777;19.6;30.8;;;;;;;;;;;;;;;;;;
 ;00:00:38;4.199;2.771;20.4;30.8;;;;;;;;;;;;;;;;;;
 ;00:00:39;4.199;2.765;21.2;30.9;;;;;;;;;;;;;;;;;;
