#1;Time;Voltage(V);Curent(A);Capacity(mAh);Batt.Temp(C);#2;Time;Voltage(V);Curent(A);Capacity(mAh);Batt.Temp(C);#3;Time;Voltage(V);Curent(A);Capacity(mAh);Batt.Temp(C);#4;Time;Voltage(V);Curent(A);Capacity(mAh);Batt.Temp(C)
 ;00:00:00;3.443;0.000;0.0;27.2;;;;;;;;;;;;;;;;;;
 ;00:00:01;3.394;0.004;0.0;27.2;;;;;;;;;;;;;;;;;;
 ;00:00:02;3.444;0.045;0.0;27.2;;;;;;;;;;;;;;;;;;
 ;00:00:03;3.504;0.144;0.0;27.2;;;;;;;;;;;;;;;;;;
 ;00:00:04;3.585;0.298;0.1;27.2;;;;;;;;;;;;;;;;;;
 ;00:00:05;3.692;0.497;0.3;27.2;;;;;;;;;;;;;;;;;;
 ;00:00:06;3.834;0.732;0.5;27.2;;;;;;;;;;;;;;;;;;
 ;00:00:07;4.017;0.960;0.7;27.2;;;;;;;;;;;;;;;;;;
 ;00:00:08;4.122;1.068;1.0;27.2;;;;;;;;;;;;;;;;;;
 ;00:00:09;4.166;1.126;1.4;27.2;;;;;;;;;;;;;;;;;;
 ;00:00:10;4.178;1.152;1.7;27.2;;;;;;;;;;;;;;;;;;
 ;00:00:11;4.184;1.166;2.0;27.2;;;;;;;;;;;;;;;;;;
 ;00:00:12;4.193;1.180;2.3;27.2;;;;;;;;;;;;;;;;;;
 ;00:00:13;4.199;1.189;2.7;27.2;;;;;;;;;;;;;;;;;;
 ;00:00:14;4.199;1.190;3.0;27.2;;;;;;;;;;;;;;;;;;
 ;00:00:15;4.199;1.190;3.3;27.2;;;;;;;;;;;;;;;;;;
 ;00:00:16;4.200;1.190;3.7;27.2;;;;;;;;;;;;;;;;;;
 ;00:00:17;4.200;1.189;4.0;27.2;;;;;;;;;;;;;;;;;;
 ;00:00:18;4.200;1.188;4.3;27.2;;;;;;;;;;;;;;;;;;
 ;00:00:19;4.200;1.187;4.7;27.2;;;;;;;;;;;;;;;;;;
 ;00:00:20;4.200;1.185;5.0;27.2;;;;;;;;;;;;;;;;;;
 ;00:00:21;4.200;1.183;5.3;27.2;;;;;;;;;;;;;;;;;;
